source_name	group	baseline_R	balanced_R	delta_R	baseline_sys	balanced_sys	delta_sys	baseline_covariance_rho	balanced_covariance_rho
random_5x5_s0_236	5x5	10.433924739859085	10.646616413242205	0.21269167338311945	0.6759044014463914	0.6843216933233496	0.008417291876958166	1.4952310063003214	1.0000000000000002
random_5x6_s1_108	5x6	10.479362034029473	9.978199962165299	-0.501162071864174	0.4717597581917408	0.7127741717869307	0.24101441359518988	1.750033638255036	1.0000000000000007
random_6x6_s0_105	6x6	11.806923066030816	10.876650208876427	-0.9302728571543888	0.5112001996096256	0.7954008485038633	0.2842006488942377	1.8580294976807745	1.0
random_3x3_s2_33	3x3	28.420252543545175	12.25593798122011	-16.164314562325064	0.14896061991954915	0.500730918727219	0.35177029880766986	11.766595428548584	1.0000000000000007
random_3x4_s3_162	3x4	20.25061652112833	13.748334510956052	-6.5022820101722765	0.26672712762467876	0.5957209449483057	0.328993817323627	4.860430904187465	1.0000000000000007
random_3x5_s2_202	3x5	29.151953320171394	12.354937081140607	-16.79701623903079	0.1312979187400985	0.5381741579589172	0.4068762392188187	12.947331282966397	1.0000000000000009
random_3x6_s1_250	3x6	12.560649439399858	12.467995742402962	-0.09265369699689607	0.5812820612295984	0.5916869284646279	0.010404867235029536	1.2202154311175712	1.0000000000000007
random_4x4_s1_53	4x4	13.722465630372291	12.223542771441505	-1.4989228589307864	0.5565683515374538	0.6657756622679828	0.10920731073052903	2.8051095142908427	1.0
random_4x5_s1_61	4x5	38.987671732433846	12.264721181112561	-26.722950551321283	0.05574145168892824	0.6143945196264357	0.5586530679375075	31.314177290172392	1.000000000000008
random_4x6_s0_22	4x6	18.54971333623944	11.192316112068617	-7.357397224170821	0.2547428507894822	0.6845227743662697	0.4297799235767875	5.367703010267499	1.0000000000000002
random_5x5_s2_108	5x5	12.031742953756355	10.845748148396211	-1.185994805360144	0.3458211089472547	0.6357406770637206	0.2899195681164659	2.1699795744757426	1.0000000000000004
random_5x6_s2_204	5x6	10.498610930453502	10.427862878523415	-0.07074805193008693	0.6064823991051261	0.6397297760996435	0.03324737699451741	1.0707361175042913	1.0000000000000002
random_6x6_s1_60	6x6	12.206445847577863	10.202550081114323	-2.0038957664635397	0.5548074026433936	0.7074278810556329	0.15262047841223936	2.085227844478022	1.0000000000000002
random_3x3_s1_67	3x3	25.66754264794921	12.607419773063933	-13.060122874885279	0.19428594543511157	0.5046125974937258	0.3103266520586142	8.956513680480205	1.0000000000000004
random_3x4_s2_212	3x4	27.630264280663837	12.445814869842055	-15.184449410821783	0.14160981419736024	0.6102596973587311	0.46864988316137085	12.00083260598948	1.0000000000000002
random_3x5_s1_49	3x5	24.56988860064273	11.554440595467781	-13.01544800517495	0.18805153278728623	0.726580182003885	0.5385286492165987	8.24331460198193	1.0000000000000004
random_3x6_s0_35	3x6	14.430553131206464	11.239034324679269	-3.1915188065271956	0.45880600294119184	0.7046572692945179	0.24585126635332605	3.0911171641958988	1.0
random_4x4_s2_217	4x4	12.668111208928996	11.200661720385094	-1.4674494885439024	0.44570566175978993	0.7006173794994688	0.25491171773967886	2.257841845395095	1.0
random_4x5_s1_147	4x5	20.181802439529474	11.760298342488507	-8.421504097040966	0.2247977288882434	0.5373548346401074	0.31255710575186396	5.0912821499320495	1.0
random_4x6_s3_140	4x6	11.330711431381365	10.96063740316111	-0.37007402822025526	0.6897213765788043	0.7512237823203066	0.06150240574150234	1.47771234850258	1.0000000000000002
random_5x5_s0_113	5x5	12.896099790680925	10.918282137628648	-1.977817653052277	0.4918761902121739	0.7528718846335429	0.26099569442136905	2.8722828786792176	1.0000000000000004
random_5x6_s3_238	5x6	9.477330118020555	9.501776509184449	0.024446391163893466	0.5070245156599887	0.6783662492818853	0.17134173362189653	1.5289208836869341	1.0000000000000004
random_6x6_s2_161	6x6	12.264248742608862	10.091365855894365	-2.172882886714497	0.363935658323874	0.6942039129844603	0.3302682546605863	2.139715413968836	1.0000000000000002
random_3x3_s3_189	3x3	57.61281130975946	13.839060161338116	-43.77375114842134	0.038025455234357644	0.6313014738944351	0.5932760186600775	51.86498320480914	1.000000000000001
random_3x4_s2_95	3x4	30.900785703591037	13.492385485704355	-17.40840021788668	0.12872433646401765	0.5505748950203069	0.4218505585562892	12.374024678297802	1.0
random_3x5_s0_9	3x5	18.526344635441003	11.357373040332774	-7.1689715951082285	0.21359626721649683	0.7067841479003688	0.493187880683872	5.295192005690217	1.0000000000000004
random_3x6_s1_134	3x6	21.47481052317191	11.403773573945498	-10.071036949226412	0.22014732299666187	0.6629233362184436	0.44277601322178173	7.435520356154688	1.000000000000001
random_4x4_s2_96	4x4	15.431224970023084	11.535921686797982	-3.895303283225102	0.40366868149210683	0.5409611204958737	0.13729243900376692	3.1439449108586524	1.0000000000000033
random_4x5_s1_165	4x5	13.294404509933571	12.647695543435544	-0.6467089664980268	0.5217130986185667	0.5412742831493782	0.01956118453081146	1.5139195930782043	1.0000000000000002
random_4x6_s3_79	4x6	12.487770391136149	10.768441065958232	-1.7193293251779167	0.5635861686986282	0.6984895851212345	0.13490341642260628	2.1714529196449046	1.0000000000000002
random_5x5_s2_235	5x5	14.412975443471156	10.749593799438815	-3.6633816440323415	0.22541597090395527	0.73783918389124	0.5124232129872848	4.214595255425232	1.0000000000000002
random_5x6_s0_133	5x6	11.02192881369778	10.27053044684596	-0.75139836685182	0.564749626767031	0.8004606961328365	0.23571106936580555	1.8845434272912733	1.0
random_6x6_s3_83	6x6	10.142358703156733	10.114605570284265	-0.02775313287246739	0.7760006261018603	0.7803574774140257	0.004356851312165455	1.253996852264034	1.0000000000000002
random_3x3_s2_84	3x3	22.434942483789	13.84668203078625	-8.588260453002752	0.23079092225089856	0.6396190272380577	0.40882810498715916	6.536546044697284	1.000000000000001
random_3x4_s3_206	3x4	13.694224303104257	11.693373442899748	-2.0008508602045083	0.35809487815649105	0.7185290254012969	0.3604341472448059	3.2366203222308205	1.0000000000000002
random_3x5_s0_98	3x5	104.70102287287405	12.41476436332788	-92.28625850954617	0.00853679640004555	0.5565829979847673	0.5480462015847217	193.17308410871433	1.0000000000001015
random_3x6_s1_89	3x6	20.39953372965415	12.176978182467188	-8.22255554718696	0.20604070483365658	0.7439149347865561	0.5378742299528996	6.136473352882341	1.0000000000000016
random_4x4_s1_156	4x4	12.42498087830193	12.524150611302984	0.09916973300105347	0.621475458918602	0.63368596955164	0.012210510633038019	1.1350450595945563	1.0
