evidence_source	slice	hypothesis	control_or_bucket	classification	n_selected	selected_mean_sys	selected_max_sys	baseline_mean_sys	baseline_p95_sys	selected_above_baseline_p95	effect_size	support_detail	interpretation_boundary
retained_fixed_source_facet_buckets	random_sample:facet_11:top_decile	ridge_area_concentration_distribution_signal	random_sample:facet_11	survives	77						2.685314685314685	feature=ridge_symp_area_normalized_entropy; rule=highest_15_percent; precision=0.272727; recall=0.403846; spearman=0.753939	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_7:top_decile	ridge_area_concentration_distribution_signal	random_sample:facet_7	survives	77						2.685314685314685	feature=ridge_symp_area_effective_face_count; rule=highest_15_percent; precision=0.272727; recall=0.403846; spearman=0.747309	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_7:top_decile	ridge_area_concentration_distribution_signal	random_sample:facet_7	survives	77						2.685314685314685	feature=ridge_symp_area_normalized_entropy; rule=highest_15_percent; precision=0.272727; recall=0.403846; spearman=0.745443	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_10:top_decile	ridge_area_concentration_distribution_signal	random_sample:facet_10	survives	77						2.685314685314685	feature=ridge_symp_area_normalized_entropy; rule=highest_15_percent; precision=0.272727; recall=0.403846; spearman=0.711649	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_6:top_decile	ridge_area_concentration_distribution_signal	random_sample:facet_6	survives	77						2.685314685314685	feature=ridge_symp_area_normalized_entropy; rule=highest_15_percent; precision=0.272727; recall=0.403846; spearman=0.702058	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_9:top_decile	ridge_area_concentration_distribution_signal	random_sample:facet_9	survives	77						2.557442557442557	feature=ridge_symp_area_effective_face_count; rule=highest_15_percent; precision=0.25974; recall=0.384615; spearman=0.767444	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_5:top_decile	ridge_area_concentration_distribution_signal	random_sample:facet_5	survives	77						2.4295704295704295	feature=ridge_symp_area_effective_face_count; rule=highest_15_percent; precision=0.246753; recall=0.365385; spearman=0.604666	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_5:top_decile	ridge_area_concentration_distribution_signal	random_sample:facet_5	survives	77						2.4295704295704295	feature=ridge_symp_area_normalized_entropy; rule=highest_15_percent; precision=0.246753; recall=0.365385; spearman=0.604666	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_product_sample:facet_12:top_decile	ridge_area_concentration_distribution_signal	random_product_sample:facet_12	weakens	154						1.8075904677846426	feature=ridge_symp_area_effective_face_count; rule=highest_15_percent; precision=0.181818; recall=0.271845; spearman=0.622619	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_product_sample:facet_12:top_decile	ridge_area_concentration_distribution_signal	random_product_sample:facet_12	weakens	154						1.8075904677846426	feature=ridge_symp_area_normalized_entropy; rule=highest_15_percent; precision=0.181818; recall=0.271845; spearman=0.622619	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_9:top_decile	ridge_area_concentration_distribution_signal	random_sample:facet_9	weakens	77						1.7902097902097902	feature=ridge_symp_area_normalized_entropy; rule=highest_15_percent; precision=0.181818; recall=0.269231; spearman=0.766033	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_10:top_decile	small_area_fraction_story	random_sample:facet_10	weakens	79						1.620253164556962	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.164557; recall=0.25; spearman=-0.290821	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_product_sample:facet_9:top_decile	small_area_fraction_story	random_product_sample:facet_9	weakens	655						1.6014894805436604	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.160305; recall=0.512195; spearman=-0.189835	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_product_sample:facet_10:top_decile	small_area_fraction_story	random_product_sample:facet_10	weakens	504						1.4668215253581107	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.146825; recall=0.360976; spearman=-0.229378	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_11:top_decile	small_area_fraction_story	random_sample:facet_11	weakens	77						1.4065934065934065	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.142857; recall=0.211538; spearman=-0.367181	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_9:top_decile	small_area_fraction_story	random_sample:facet_9	weakens	77						1.4065934065934065	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.142857; recall=0.211538; spearman=-0.301228	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_product_sample:facet_11:top_decile	small_area_fraction_story	random_product_sample:facet_11	weakens	322						1.358499668335042	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.136646; recall=0.427184; spearman=-0.228914	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_product_sample:facet_8:top_decile	small_area_fraction_story	random_product_sample:facet_8	weakens	805						1.2906650507498865	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.129193; recall=0.507317; spearman=-0.163843	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_12:top_decile	small_area_fraction_story	random_sample:facet_12	weakens	85						1.2742081447963802	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.129412; recall=0.211538; spearman=-0.214203	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_7:top_decile	small_area_fraction_story	random_sample:facet_7	ambiguous	261						1.1694665487768936	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.118774; recall=0.596154; spearman=-0.250504	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_8:top_decile	small_area_fraction_story	random_sample:facet_8	ambiguous	162						1.154795821462488	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.117284; recall=0.365385; spearman=-0.25909	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_6:top_decile	small_area_fraction_story	random_sample:facet_6	ambiguous	384						1.1025641025641026	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.111979; recall=0.826923; spearman=-0.140238	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_product_sample:facet_7:top_decile	small_area_fraction_story	random_product_sample:facet_7	collapses	930						1.0048648084351184	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.101075; recall=0.912621; spearman=-0.0861169	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_product_sample:facet_12:top_decile	small_area_fraction_story	random_product_sample:facet_12	collapses	180						0.9941747572815535	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.1; recall=0.174757; spearman=-0.21126	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_product_sample:facet_6:top_decile	small_area_fraction_story	random_product_sample:facet_6	collapses	1000						0.9742912621359223	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.098; recall=0.951456; spearman=-0.016838	retained-table fixed source/facet diagnostic; not generated-candidate validation
retained_fixed_source_facet_buckets	random_sample:facet_5:top_decile	small_area_fraction_story	random_sample:facet_5	collapses	498						0.9687982700030893	feature=ridge_symp_area_le_1em2_over_volume_sqrt_fraction; rule=lowest_15_percent; precision=0.0983936; recall=0.942308; spearman=-0.0304671	retained-table fixed source/facet diagnostic; not generated-candidate validation
generated_1m_ridge_sum_tail	global_low_sum_top_100	low_ridge_magnitude_signal	4x4	ambiguous	1	0.5385166800951997	0.5385166800951997	0.4919055640046574			0.046611116090542304	mean_ratio=1.09476	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	global_low_sum_top_100	low_ridge_magnitude_signal	4x6	collapses	3	0.5757966891674853	0.6203652116127645	0.6215794728268901			-0.0457827836594048	mean_ratio=0.926344	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	global_low_sum_top_100	low_ridge_magnitude_signal	5x5	weakens	12	0.5687569259740153	0.6400075333315808	0.33870841867246937			0.2300485073015459	mean_ratio=1.67919	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	global_low_sum_top_100	low_ridge_magnitude_signal	5x6	weakens	24	0.5411124982703895	0.6663083316694346	0.40691748388463367			0.13419501438575587	mean_ratio=1.32978	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	global_low_sum_top_100	low_ridge_magnitude_signal	6x6	weakens	60	0.5957798075833237	0.7069614126985995	0.4458853336962669			0.14989447388705684	mean_ratio=1.33617	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	per_bucket_low_sum_top_10	low_ridge_magnitude_signal	3x3	survives	10	0.4994069837225924	0.500541504389065	0.19116505030054673			0.30824193342204564	mean_ratio=2.61244	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	per_bucket_low_sum_top_10	low_ridge_magnitude_signal	3x4	survives	10	0.7804289204558091	0.8669200809101494	0.3284826953362937			0.45194622511951543	mean_ratio=2.37586	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	per_bucket_low_sum_top_10	low_ridge_magnitude_signal	3x5	survives	10	0.722139640575689	0.7779271864192199	0.3388516199159718			0.38328802065971723	mean_ratio=2.13114	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	per_bucket_low_sum_top_10	low_ridge_magnitude_signal	3x6	weakens	10	0.7266782941891108	0.7813520664632432	0.41376461770730383			0.31291367648180696	mean_ratio=1.75626	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	per_bucket_low_sum_top_10	low_ridge_magnitude_signal	4x4	weakens	10	0.5583054861737443	0.6416068485617141	0.31407109088480345			0.24423439528894086	mean_ratio=1.77764	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	per_bucket_low_sum_top_10	low_ridge_magnitude_signal	4x5	weakens	10	0.568951081362202	0.6852549768962652	0.3423680114937105			0.22658306986849147	mean_ratio=1.66181	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	per_bucket_low_sum_top_10	low_ridge_magnitude_signal	4x6	survives	10	0.5651434935255638	0.6379525385452587	0.2663449908572276			0.2987985026683362	mean_ratio=2.12185	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	per_bucket_low_sum_top_10	low_ridge_magnitude_signal	5x5	weakens	10	0.5677428313553807	0.6399563019119132	0.46899710457190497			0.09874572678347576	mean_ratio=1.21055	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	per_bucket_low_sum_top_10	low_ridge_magnitude_signal	5x6	weakens	10	0.5155059005541183	0.608649111557878	0.42617262250572396			0.0893332780483943	mean_ratio=1.20962	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_1m_ridge_sum_tail	per_bucket_low_sum_top_10	low_ridge_magnitude_signal	6x6	ambiguous	10	0.579452241469962	0.6735609996405821	0.5164473775369559			0.06300486393300608	mean_ratio=1.122	pre_sys low-sum selection in generated product run; exploration artifact; no sys>1 row
generated_100k_promising_scalars	global_low_ridge_symp_area_sum_over_volume_sqrt_top_10	low_ridge_magnitude_signal	matched_baseline_per_selection	weakens	10	0.61004523158093	0.677771849599173	0.486410288073966	0.791820864209135	0	0.123634943506964	random-product:5x5:h0p8_1p2:3;random-product:5x6:h0p8_1p2:1;random-product:6x6:h0p8_1p2:6	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_low_ridge_symp_area_sum_over_volume_sqrt_percentile_0p0001	low_ridge_magnitude_signal	matched_baseline_per_selection	weakens	10	0.61004523158093	0.677771849599173	0.454139090902335	0.634478444135088	3	0.155906140678596	random-product:5x5:h0p8_1p2:3;random-product:5x6:h0p8_1p2:1;random-product:6x6:h0p8_1p2:6	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	per_bucket_low_ridge_symp_area_sum_over_volume_sqrt_top_10	low_ridge_magnitude_signal	matched_baseline_per_selection	survives	100	0.626116682098113	0.822164707178267	0.315503943368181	0.672748983257587	31	0.310612738729932	random-product:3x3:h0p8_1p2:10;random-product:3x4:h0p8_1p2:10;random-product:3x5:h0p8_1p2:10;random-product:3x6:h0p8_1p2:10;random-product:4x4:h0p8_1p2:10;random-product:4x5:h0p8_1p2:10;random-product:4x6:h0p8_1p2:10;random-product:5x5:h0p8_1p2:10;random-product:5x6:h0p8_1p2:10;random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_low_ridge_symp_area_max_over_volume_sqrt_top_10	low_ridge_magnitude_signal	matched_baseline_per_selection	weakens	10	0.651099339872291	0.772097451150711	0.440038713997595	0.659882783430473	5	0.211060625874696	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_low_ridge_symp_area_max_over_volume_sqrt_percentile_0p0001	low_ridge_magnitude_signal	matched_baseline_per_selection	ambiguous	10	0.651099339872291	0.772097451150711	0.606717383837182	0.766674224775743	2	0.044381956035109	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	per_bucket_low_ridge_symp_area_max_over_volume_sqrt_top_10	low_ridge_magnitude_signal	matched_baseline_per_selection	survives	100	0.665791578207309	0.823268805001436	0.33368714622014	0.661309078520634	61	0.332104431987169	random-product:3x3:h0p8_1p2:10;random-product:3x4:h0p8_1p2:10;random-product:3x5:h0p8_1p2:10;random-product:3x6:h0p8_1p2:10;random-product:4x4:h0p8_1p2:10;random-product:4x5:h0p8_1p2:10;random-product:4x6:h0p8_1p2:10;random-product:5x5:h0p8_1p2:10;random-product:5x6:h0p8_1p2:10;random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_low_ridge_symp_area_std_over_volume_sqrt_top_10	low_ridge_magnitude_signal	matched_baseline_per_selection	weakens	10	0.689962755459091	0.804117647866311	0.476815890816181	0.692248909005685	6	0.21314686464291	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_low_ridge_symp_area_std_over_volume_sqrt_percentile_0p0001	low_ridge_magnitude_signal	matched_baseline_per_selection	weakens	10	0.689962755459091	0.804117647866311	0.490267007376897	0.758516387047065	3	0.199695748082195	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	per_bucket_low_ridge_symp_area_std_over_volume_sqrt_top_10	low_ridge_magnitude_signal	matched_baseline_per_selection	survives	100	0.687639192921729	0.867546058507634	0.36271931311872	0.658241461583008	66	0.324919879803009	random-product:3x3:h0p8_1p2:10;random-product:3x4:h0p8_1p2:10;random-product:3x5:h0p8_1p2:10;random-product:3x6:h0p8_1p2:10;random-product:4x4:h0p8_1p2:10;random-product:4x5:h0p8_1p2:10;random-product:4x6:h0p8_1p2:10;random-product:5x5:h0p8_1p2:10;random-product:5x6:h0p8_1p2:10;random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_low_ridge_symp_area_q95_over_volume_sqrt_top_10	low_ridge_magnitude_signal	matched_baseline_per_selection	weakens	10	0.677720931857533	0.788590305831019	0.356361254368381	0.600222127186658	9	0.321359677489152	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_low_ridge_symp_area_q95_over_volume_sqrt_percentile_0p0001	low_ridge_magnitude_signal	matched_baseline_per_selection	weakens	10	0.677720931857533	0.788590305831019	0.481228827434087	0.651096093047202	7	0.196492104423446	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	per_bucket_low_ridge_symp_area_q95_over_volume_sqrt_top_10	low_ridge_magnitude_signal	matched_baseline_per_selection	survives	100	0.661793959235704	0.867546058507634	0.336796506822099	0.71478030016879	29	0.324997452413605	random-product:3x3:h0p8_1p2:10;random-product:3x4:h0p8_1p2:10;random-product:3x5:h0p8_1p2:10;random-product:3x6:h0p8_1p2:10;random-product:4x4:h0p8_1p2:10;random-product:4x5:h0p8_1p2:10;random-product:4x6:h0p8_1p2:10;random-product:5x5:h0p8_1p2:10;random-product:5x6:h0p8_1p2:10;random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_low_ridge_symp_area_q90_over_volume_sqrt_top_10	low_ridge_magnitude_signal	matched_baseline_per_selection	weakens	10	0.560449401668281	0.804117647866311	0.409059605457754	0.582289584509869	6	0.151389796210527	random-product:5x6:h0p8_1p2:2;random-product:6x6:h0p8_1p2:8	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_low_ridge_symp_area_q90_over_volume_sqrt_percentile_0p0001	low_ridge_magnitude_signal	matched_baseline_per_selection	ambiguous	10	0.560449401668281	0.804117647866311	0.566953456071338	0.714794269758427	2	-0.006504054403057	random-product:5x6:h0p8_1p2:2;random-product:6x6:h0p8_1p2:8	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	per_bucket_low_ridge_symp_area_q90_over_volume_sqrt_top_10	low_ridge_magnitude_signal	matched_baseline_per_selection	survives	100	0.597618746984164	0.804117647866311	0.349439177249576	0.69360004646995	20	0.248179569734588	random-product:3x3:h0p8_1p2:10;random-product:3x4:h0p8_1p2:10;random-product:3x5:h0p8_1p2:10;random-product:3x6:h0p8_1p2:10;random-product:4x4:h0p8_1p2:10;random-product:4x5:h0p8_1p2:10;random-product:4x6:h0p8_1p2:10;random-product:5x5:h0p8_1p2:10;random-product:5x6:h0p8_1p2:10;random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_low_ridge_symp_area_mean_over_volume_sqrt_top_10	low_ridge_magnitude_signal	matched_baseline_per_selection	weakens	10	0.619835293032872	0.677771849599173	0.441202938314432	0.729716075107935	0	0.178632354718441	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_low_ridge_symp_area_mean_over_volume_sqrt_percentile_0p0001	low_ridge_magnitude_signal	matched_baseline_per_selection	weakens	10	0.619835293032872	0.677771849599173	0.524353906765841	0.676671053942962	1	0.095481386267032	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	per_bucket_low_ridge_symp_area_mean_over_volume_sqrt_top_10	low_ridge_magnitude_signal	matched_baseline_per_selection	survives	100	0.626116682098113	0.822164707178267	0.314739240926001	0.668464578254638	32	0.311377441172112	random-product:3x3:h0p8_1p2:10;random-product:3x4:h0p8_1p2:10;random-product:3x5:h0p8_1p2:10;random-product:3x6:h0p8_1p2:10;random-product:4x4:h0p8_1p2:10;random-product:4x5:h0p8_1p2:10;random-product:4x6:h0p8_1p2:10;random-product:5x5:h0p8_1p2:10;random-product:5x6:h0p8_1p2:10;random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_high_ridge_count_top_10	product_combinatorial_proxy	matched_baseline_per_selection	collapses	10	0.458786573730515	0.697387769998453	0.470325008799387	0.769780557090353	0	-0.011538435068873	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_high_ridge_count_percentile_0p0001	product_combinatorial_proxy	matched_baseline_per_selection	collapses	10	0.458786573730515	0.697387769998453	0.55615511692908	0.671757557287162	1	-0.097368543198565	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	per_bucket_high_ridge_count_top_10	product_combinatorial_proxy	matched_baseline_per_selection	collapses	100	0.344426558331648	0.753580657833554	0.36285600542204	0.688563212082544	3	-0.018429447090392	random-product:3x3:h0p8_1p2:10;random-product:3x4:h0p8_1p2:10;random-product:3x5:h0p8_1p2:10;random-product:3x6:h0p8_1p2:10;random-product:4x4:h0p8_1p2:10;random-product:4x5:h0p8_1p2:10;random-product:4x6:h0p8_1p2:10;random-product:5x5:h0p8_1p2:10;random-product:5x6:h0p8_1p2:10;random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_high_edge_count_top_10	product_combinatorial_proxy	matched_baseline_per_selection	collapses	10	0.458786573730515	0.697387769998453	0.517887874461937	0.69987707602704	0	-0.059101300731422	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_high_edge_count_percentile_0p0001	product_combinatorial_proxy	matched_baseline_per_selection	collapses	10	0.458786573730515	0.697387769998453	0.432675529386225	0.675875852698681	1	0.02611104434429	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	per_bucket_high_edge_count_top_10	product_combinatorial_proxy	matched_baseline_per_selection	collapses	100	0.344426558331648	0.753580657833554	0.327626315465093	0.654609042786013	10	0.016800242866555	random-product:3x3:h0p8_1p2:10;random-product:3x4:h0p8_1p2:10;random-product:3x5:h0p8_1p2:10;random-product:3x6:h0p8_1p2:10;random-product:4x4:h0p8_1p2:10;random-product:4x5:h0p8_1p2:10;random-product:4x6:h0p8_1p2:10;random-product:5x5:h0p8_1p2:10;random-product:5x6:h0p8_1p2:10;random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_high_vertex_count_top_10	product_combinatorial_proxy	matched_baseline_per_selection	ambiguous	10	0.458786573730515	0.697387769998453	0.387322080735187	0.711182260764512	0	0.071464492995328	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_high_vertex_count_percentile_0p0001	product_combinatorial_proxy	matched_baseline_per_selection	collapses	10	0.458786573730515	0.697387769998453	0.467562201575862	0.70183143960919	0	-0.008775627845347	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	per_bucket_high_vertex_count_top_10	product_combinatorial_proxy	matched_baseline_per_selection	collapses	100	0.344426558331648	0.753580657833554	0.331682559365219	0.629301285492078	14	0.01274399896643	random-product:3x3:h0p8_1p2:10;random-product:3x4:h0p8_1p2:10;random-product:3x5:h0p8_1p2:10;random-product:3x6:h0p8_1p2:10;random-product:4x4:h0p8_1p2:10;random-product:4x5:h0p8_1p2:10;random-product:4x6:h0p8_1p2:10;random-product:5x5:h0p8_1p2:10;random-product:5x6:h0p8_1p2:10;random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_high_facet_count_top_10	product_combinatorial_proxy	matched_baseline_per_selection	collapses	10	0.458786573730515	0.697387769998453	0.542780266449371	0.727269010428405	0	-0.083993692718856	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	global_high_facet_count_percentile_0p0001	product_combinatorial_proxy	matched_baseline_per_selection	collapses	10	0.458786573730515	0.697387769998453	0.442563521209691	0.696264992872117	1	0.016223052520824	random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_promising_scalars	per_bucket_high_facet_count_top_10	product_combinatorial_proxy	matched_baseline_per_selection	collapses	100	0.344426558331648	0.753580657833554	0.342173505516088	0.713417012673504	1	0.00225305281556	random-product:3x3:h0p8_1p2:10;random-product:3x4:h0p8_1p2:10;random-product:3x5:h0p8_1p2:10;random-product:3x6:h0p8_1p2:10;random-product:4x4:h0p8_1p2:10;random-product:4x5:h0p8_1p2:10;random-product:4x6:h0p8_1p2:10;random-product:5x5:h0p8_1p2:10;random-product:5x6:h0p8_1p2:10;random-product:6x6:h0p8_1p2:10	pre_sys_rule_selection; selected-vs-matched-baseline generated evidence; no sys>1 row
generated_100k_low_ridge_conditional_split	all	ridge_area_concentration_distribution_signal	conditional_on_low_ridge_selected; feature=ridge_symp_area_entropy	ambiguous	194	0.6458656058712902	0.8232688050014364	0.6356744783341689			0.010191127537121258	predicted_direction=high; threshold=2.7231975524883048; opposite_n=193	post-sys split mined from evaluated selected rows; not a proposer claim
generated_100k_low_ridge_conditional_split	all	ridge_area_concentration_distribution_signal	conditional_on_low_ridge_selected; feature=ridge_symp_area_effective_face_count	ambiguous	194	0.6458656058712902	0.8232688050014364	0.6356744783341689			0.010191127537121258	predicted_direction=high; threshold=15.228939809304906; opposite_n=193	post-sys split mined from evaluated selected rows; not a proposer claim
generated_100k_low_ridge_conditional_split	all	ridge_area_concentration_distribution_signal	conditional_on_low_ridge_selected; feature=ridge_symp_area_normalized_entropy	survives	194	0.666344780605652	0.867546058507634	0.6150891938861575			0.051255586719494595	predicted_direction=high; threshold=0.8198166611393278; opposite_n=193	post-sys split mined from evaluated selected rows; not a proposer claim
generated_100k_low_ridge_conditional_split	all	ridge_area_concentration_distribution_signal	conditional_on_low_ridge_selected; feature=ridge_symp_area_max_share	survives	194	0.6640793702133566	0.867546058507634	0.6173663421561332			0.04671302805722344	predicted_direction=low; threshold=0.11943220201914251; opposite_n=193	post-sys split mined from evaluated selected rows; not a proposer claim
