label	source	leaf	test_positive_rate	test_rows	test_mean_sys	test_max_sys	train_positive_rate	train_rows	train_mean_sys	train_max_sys	rule
top_decile	combinatorial_invariants_only	7	0.08329879817654372	2413	0.31055251680253815	0.8381244889295797	0.048859934853420196	307	0.30600831536974304	0.7811353314855473	ridge_count <= 33.5 and facet_vertex_count_std > 0.766024 and edge_density <= 0.277778 and ridge_size_std <= 0.911943
top_decile	combinatorial_invariants_only	3	0.05860805860805861	1365	0.27711440678945776	0.8141002333029529	0.0062836624775583485	1114	0.20609873737429762	0.6464199674959318	ridge_count <= 33.5 and facet_vertex_count_std <= 0.766024 and edge_density <= 0.75
top_decile	combinatorial_invariants_only	11	0.04459203036053131	1054	0.2751174552498348	0.7650778325167292	0.019401778496362168	1237	0.24104748210479698	0.7458522392903429	ridge_count <= 33.5 and facet_vertex_count_std > 0.766024 and edge_density > 0.277778 and facet_neighbor_count_std > 0.473313
top_decile	combinatorial_invariants_only	10	0.02512562814070352	199	0.19706288935667854	0.6908550887351059	0.026200873362445413	229	0.2460560725474928	0.6784213299550274	ridge_count <= 33.5 and facet_vertex_count_std > 0.766024 and edge_density > 0.277778 and facet_neighbor_count_std <= 0.473313
top_decile	combinatorial_invariants_only	8	0.02247191011235955	89	0.25281739701054967	0.6865018486822891	0.020942408376963352	191	0.27997595821125837	0.6927244865895184	ridge_count <= 33.5 and facet_vertex_count_std > 0.766024 and edge_density <= 0.277778 and ridge_size_std > 0.911943
top_decile	combinatorial_invariants_only	16	0.0	0	NA	NA	0.312621359223301	1030	0.47799973467541196	0.8536118881702471	ridge_count > 33.5 and facet_vertex_count_std <= 1.12773 and edge_density <= 0.150997 and facet_count > 11.5
top_decile	combinatorial_invariants_only	15	0.0	0	NA	NA	0.23631123919308358	1041	0.44026066014878396	0.86258589584944	ridge_count > 33.5 and facet_vertex_count_std <= 1.12773 and edge_density <= 0.150997 and facet_count <= 11.5
top_decile	combinatorial_invariants_only	20	0.0	0	NA	NA	0.19545454545454546	220	0.42959091674962957	0.8247662746241669	ridge_count > 33.5 and facet_vertex_count_std > 1.12773 and ridge_size_std <= 0.958526 and edge_density <= 0.131183
top_decile	combinatorial_invariants_only	17	0.0	0	NA	NA	0.16857142857142857	1050	0.4007665942654472	0.8437955079134134	ridge_count > 33.5 and facet_vertex_count_std <= 1.12773 and edge_density > 0.150997
top_decile	combinatorial_invariants_only	21	0.0	0	NA	NA	0.12028608582574772	1538	0.3698381978106238	0.8292665551981732	ridge_count > 33.5 and facet_vertex_count_std > 1.12773 and ridge_size_std <= 0.958526 and edge_density > 0.131183
top_decile	combinatorial_invariants_only	24	0.0	0	NA	NA	0.10535117056856187	598	0.3820205360405934	0.8080429885738603	ridge_count > 33.5 and facet_vertex_count_std > 1.12773 and ridge_size_std > 0.958526 and ridge_size_max > 6.5
top_decile	combinatorial_invariants_only	23	0.0	0	NA	NA	0.040268456375838924	149	0.3472255322155799	0.8595596058028344	ridge_count > 33.5 and facet_vertex_count_std > 1.12773 and ridge_size_std > 0.958526 and ridge_size_max <= 6.5
top_decile	combinatorial_invariants_only	4	0.0	0	NA	NA	0.001953125	512	0.15072632482683143	0.714410363898728	ridge_count <= 33.5 and facet_vertex_count_std <= 0.766024 and edge_density > 0.75
top_decile	generator_provenance_only	4	0.11760154738878142	2585	0.3782625257496012	0.8381244889295797	0.20130576713819368	3676	0.4112563236668013	0.86258589584944	product_bounces=3 > 0.5
top_decile	generator_provenance_only	3	0.0224609375	1024	0.22445250663958388	0.7448532509168573	0.06770833333333333	3072	0.30654067147826924	0.8595596058028344	product_bounces=3 <= 0.5 and capacity_source=random_sample > 0.5
top_decile	generator_provenance_only	2	0.005294506949040371	1511	0.17979249080061244	0.7988226871046541	0.06118314424635332	2468	0.27155561290887525	0.8536118881702471	product_bounces=3 <= 0.5 and capacity_source=random_sample <= 0.5
top_decile	invariant_features	4	0.8571428571428571	7	0.6685610285023047	0.7620843039706073	0.7837837837837838	296	0.6627513276004972	0.8536118881702471	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt <= 11.4737 and ridge_symp_area_sum_over_volume_sqrt <= 10.658 and ridge_symp_area_sum_over_volume_sqrt <= 10.1845
top_decile	invariant_features	5	0.7692307692307693	13	0.6600264295768649	0.7988226871046541	0.6705882352941176	340	0.6405251745479248	0.8437955079134134	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt <= 11.4737 and ridge_symp_area_sum_over_volume_sqrt <= 10.658 and ridge_symp_area_sum_over_volume_sqrt > 10.1845
top_decile	invariant_features	8	0.7121212121212122	66	0.6475180104451219	0.8381244889295797	0.5323590814196242	479	0.6019310713039373	0.86258589584944	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt <= 11.4737 and ridge_symp_area_sum_over_volume_sqrt > 10.658 and ridge_symp_area_q90_over_volume_sqrt > 0.640018
top_decile	invariant_features	16	0.5172413793103449	319	0.6074061846977573	0.8141002333029529	0.21739130434782608	138	0.5438089498906197	0.7119073397957835	ridge_symp_area_std_over_volume_sqrt > 0.45921 and ridge_symp_area_sum_over_volume_sqrt <= 13.0806 and ridge_symp_area_sum_over_volume_sqrt <= 12.2686
top_decile	invariant_features	11	0.3617021276595745	47	0.5643359325736	0.7865825197120293	0.10826210826210826	702	0.4842682709543785	0.7744626849308398	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 11.4737 and ridge_symp_area_sum_over_volume_sqrt <= 16.0315 and ridge_symp_area_q25_over_volume_sqrt <= 0.025001
top_decile	invariant_features	12	0.2857142857142857	14	0.5500471764315261	0.7173589963009481	0.3769063180827887	459	0.5639938423016124	0.8595596058028344	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 11.4737 and ridge_symp_area_sum_over_volume_sqrt <= 16.0315 and ridge_symp_area_q25_over_volume_sqrt > 0.025001
top_decile	invariant_features	17	0.1710914454277286	339	0.5330080092495482	0.7163972208947439	0.075	240	0.484012978831498	0.6949401945596988	ridge_symp_area_std_over_volume_sqrt > 0.45921 and ridge_symp_area_sum_over_volume_sqrt <= 13.0806 and ridge_symp_area_sum_over_volume_sqrt > 12.2686
top_decile	invariant_features	21	0.14432989690721648	97	0.4914703624885391	0.7448532509168573	0.16312056737588654	141	0.5053811928852008	0.7458522392903429	ridge_symp_area_std_over_volume_sqrt > 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 13.0806 and ridge_symp_area_sum_over_volume_sqrt <= 15.7625 and ridge_symp_area_q25_over_volume_sqrt > 0.0355978
top_decile	invariant_features	20	0.01107419712070875	903	0.427107487080659	0.6537429679717179	0.011627906976744186	946	0.4102715409347557	0.6464199674959318	ridge_symp_area_std_over_volume_sqrt > 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 13.0806 and ridge_symp_area_sum_over_volume_sqrt <= 15.7625 and ridge_symp_area_q25_over_volume_sqrt <= 0.0355978
top_decile	invariant_features	24	0.0012285012285012285	3256	0.17206047111700634	0.6391139936671504	0.0	4826	0.18407062483852407	0.5966447152735398	ridge_symp_area_std_over_volume_sqrt > 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 13.0806 and ridge_symp_area_sum_over_volume_sqrt > 15.7625 and ridge_symp_area_max_over_volume_sqrt > 2.21628
top_decile	invariant_features	23	0.0	59	0.35697750306113185	0.5627705320044999	0.017064846416382253	293	0.36922039391932154	0.6784213299550274	ridge_symp_area_std_over_volume_sqrt > 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 13.0806 and ridge_symp_area_sum_over_volume_sqrt > 15.7625 and ridge_symp_area_max_over_volume_sqrt <= 2.21628
top_decile	invariant_features	7	0.0	0	NA	NA	0.2916666666666667	144	0.5585243899773046	0.7788172724218558	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt <= 11.4737 and ridge_symp_area_sum_over_volume_sqrt > 10.658 and ridge_symp_area_q90_over_volume_sqrt <= 0.640018
top_decile	invariant_features	13	0.0	0	NA	NA	0.02830188679245283	212	0.4483240894863193	0.6561801911542886	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 11.4737 and ridge_symp_area_sum_over_volume_sqrt > 16.0315
top_decile	ridge_symp_area_only	4	0.8571428571428571	7	0.6685610285023047	0.7620843039706073	0.7837837837837838	296	0.6627513276004972	0.8536118881702471	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt <= 11.4737 and ridge_symp_area_sum_over_volume_sqrt <= 10.658 and ridge_symp_area_sum_over_volume_sqrt <= 10.1845
top_decile	ridge_symp_area_only	5	0.7692307692307693	13	0.6600264295768649	0.7988226871046541	0.6705882352941176	340	0.6405251745479248	0.8437955079134134	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt <= 11.4737 and ridge_symp_area_sum_over_volume_sqrt <= 10.658 and ridge_symp_area_sum_over_volume_sqrt > 10.1845
top_decile	ridge_symp_area_only	8	0.7121212121212122	66	0.6475180104451219	0.8381244889295797	0.5323590814196242	479	0.6019310713039373	0.86258589584944	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt <= 11.4737 and ridge_symp_area_sum_over_volume_sqrt > 10.658 and ridge_symp_area_q90_over_volume_sqrt > 0.640018
