feature	left_q05	left_q95	population_left	population_right	q05_q95_interval_overlap	right_q05	right_q95	side_count
log_perimeter	1.5504583650111208	3.1838775535631942	current-baseline[delta=0.2]	repulsive-gap[alpha=4]	0.4045094371365566	1.5283543551451413	2.2201331221697194	3
covariance_anisotropy	2.3214760418997287	5530.071612721536	current-baseline[delta=0.2]	repulsive-gap[alpha=4]	0.021608602675766666	1.6149577595956484	121.78369930917036	3
radial_rms	0.9187754669199264	5.4498983779745656	current-baseline[delta=0.2]	repulsive-gap[alpha=4]	0.27350077588119676	0.8916006642705273	2.165473428315466	3
angle_gap_cv	0.12859267523394285	0.6636921899558098	current-baseline[delta=0.2]	repulsive-gap[alpha=4]	0.39419369068552335	0.06961433514802853	0.36277441737516064	3
log_perimeter	1.5504583650111208	3.1838775535631942	current-baseline[delta=0.2]	repulsive-gap[regular]	0.0	1.5171063970610275	1.5171063970610277	3
covariance_anisotropy	2.3214760418997287	5530.071612721536	current-baseline[delta=0.2]	repulsive-gap[regular]	0.0	1.0000000000000007	1.0000000000000036	3
radial_rms	0.9187754669199264	5.4498983779745656	current-baseline[delta=0.2]	repulsive-gap[regular]	0.0	0.8773826753016616	0.8773826753016618	3
angle_gap_cv	0.12859267523394285	0.6636921899558098	current-baseline[delta=0.2]	repulsive-gap[regular]	0.0	1.731274681912423e-16	5.193824045737268e-16	3
log_perimeter	1.5238135060488365	1.607174643316395	primal-hull-uniform-disk[points=n+4,origin=interior]	regular-mutation[steps=4,scale=0.03]	0.05815336881631298	1.5172159755668866	1.5290449056326978	3
covariance_anisotropy	1.4629082758772707	4.164375810670255	primal-hull-uniform-disk[points=n+4,origin=interior]	regular-mutation[steps=4,scale=0.03]	0.06320374849325842	1.0489170139371042	1.6598169501071023	3
radial_rms	0.8860103978823564	0.9956001247930315	primal-hull-uniform-disk[points=n+4,origin=interior]	regular-mutation[steps=4,scale=0.03]	0.05597485455021836	0.8775215329672241	0.8926198298853005	3
angle_gap_cv	0.056162359005115084	0.2002708477897549	primal-hull-uniform-disk[points=n+4,origin=interior]	regular-mutation[steps=4,scale=0.03]	0.09368238608044015	0.007008689890833199	0.07426761909614085	3
log_perimeter	1.5238135060488365	1.607174643316395	primal-hull-uniform-disk[points=n+4,origin=interior]	repulsive-gap[alpha=16]	0.15271859775538832	1.5263708320573381	2.0529161330156023	3
covariance_anisotropy	1.4629082758772707	4.164375810670255	primal-hull-uniform-disk[points=n+4,origin=interior]	repulsive-gap[alpha=16]	0.044126922538474105	1.5673908056662402	60.31552830030144	3
radial_rms	0.8860103978823564	0.9956001247930315	primal-hull-uniform-disk[points=n+4,origin=interior]	repulsive-gap[alpha=16]	0.1165573133639769	0.8894672260265016	1.7965744431868804	3
angle_gap_cv	0.056162359005115084	0.2002708477897549	primal-hull-uniform-disk[points=n+4,origin=interior]	repulsive-gap[alpha=16]	0.5590031300064157	0.061998177992691264	0.3035181650369645	3
log_perimeter	1.5238135060488365	1.607174643316395	primal-hull-uniform-disk[points=n+4,origin=interior]	repulsive-gap[alpha=1]	0.03435657405569239	1.5327711065982914	3.6894408645128833	3
covariance_anisotropy	1.4629082758772707	4.164375810670255	primal-hull-uniform-disk[points=n+4,origin=interior]	repulsive-gap[alpha=1]	3.738386165045586e-05	1.767724971456539	64110.69971272171	3
