effective_covariance_rank	eigenvalue_1	eigenvalue_2	eigenvalue_3	eigenvalue_4	feature	mean	n	population	q05	q95	side_count	std
1.0000344567199841	1830.575044522467	0.028826905774437268	0.0026993860336588893	1.1471353437992915e-05	radial_rms	1.3030978284249524	24	repulsive-gap[alpha=4]	0.8916006642705273	2.165473428315466	3	0.445347216553357
1.0000344567199841	1830.575044522467	0.028826905774437268	0.0026993860336588893	1.1471353437992915e-05	angle_gap_cv	0.25352198585209723	24	repulsive-gap[alpha=4]	0.06961433514802853	0.36277441737516064	3	0.1006809508544878
NA	7.633334399842003e-31	2.6727684630322643e-32	1.3293783633598363e-32	2.0009721270203924e-33	log_perimeter	1.5171063970610277	24	repulsive-gap[regular]	1.5171063970610275	1.5171063970610277	3	1.603861751219549e-16
NA	7.633334399842003e-31	2.6727684630322643e-32	1.3293783633598363e-32	2.0009721270203924e-33	covariance_anisotropy	1.0000000000000016	24	repulsive-gap[regular]	1.0000000000000007	1.0000000000000036	3	8.674208674166328e-16
NA	7.633334399842003e-31	2.6727684630322643e-32	1.3293783633598363e-32	2.0009721270203924e-33	radial_rms	0.8773826753016616	24	repulsive-gap[regular]	0.8773826753016616	0.8773826753016618	3	1.2249696465346694e-16
NA	7.633334399842003e-31	2.6727684630322643e-32	1.3293783633598363e-32	2.0009721270203924e-33	angle_gap_cv	2.8190283212898623e-16	24	repulsive-gap[regular]	1.731274681912423e-16	5.193824045737268e-16	3	1.1048840493805111e-16
1.0000026963746087	59548.473891583024	0.07222689319344748	0.007650993937840604	0.00040459953578265143	log_perimeter	1.6567002933497423	24	current-baseline[delta=0.2]	1.4304395680409805	2.1331913922170256	4	0.29151681706890065
1.0000026963746087	59548.473891583024	0.07222689319344748	0.007650993937840604	0.00040459953578265143	covariance_anisotropy	59.638755897351594	24	current-baseline[delta=0.2]	1.495743828073869	83.32745595804997	4	244.02467322769522
1.0000026963746087	59548.473891583024	0.07222689319344748	0.007650993937840604	0.00040459953578265143	radial_rms	1.0832094401262191	24	current-baseline[delta=0.2]	0.7409115581317033	1.6149048006081508	4	0.6390022798736423
1.0000026963746087	59548.473891583024	0.07222689319344748	0.007650993937840604	0.00040459953578265143	angle_gap_cv	0.4829437522536389	24	current-baseline[delta=0.2]	0.2616784580808968	0.6400033631006521	4	0.14044293494230461
1.0428054038291104	0.7072047017816163	0.015066839699177255	7.06989884683133e-05	3.8347555745450616e-06	log_perimeter	1.4451013443009295	24	primal-hull-uniform-disk[points=n+4,origin=interior]	1.3953300941118596	1.4856720637286507	4	0.03457974804081803
1.0428054038291104	0.7072047017816163	0.015066839699177255	7.06989884683133e-05	3.8347555745450616e-06	covariance_anisotropy	2.1528008751514007	24	primal-hull-uniform-disk[points=n+4,origin=interior]	1.218007278888187	3.8344218505506307	4	0.8403490203290195
1.0428054038291104	0.7072047017816163	0.015066839699177255	7.06989884683133e-05	3.8347555745450616e-06	radial_rms	0.7682042645238006	24	primal-hull-uniform-disk[points=n+4,origin=interior]	0.7166135064529712	0.8259834298016459	4	0.03590712050944533
1.0428054038291104	0.7072047017816163	0.015066839699177255	7.06989884683133e-05	3.8347555745450616e-06	angle_gap_cv	0.25891782582140616	24	primal-hull-uniform-disk[points=n+4,origin=interior]	0.08880158795700899	0.4276612068472411	4	0.1169380989201006
1.0420333374240085	0.006829614706387321	0.00014343548784963094	1.4731692069064538e-07	1.2891295004309666e-08	log_perimeter	1.3880172969705409	24	regular-mutation[steps=4,scale=0.03]	1.3866981498765056	1.388654574687121	4	0.0013958418729760785
1.0420333374240085	0.006829614706387321	0.00014343548784963094	1.4731692069064538e-07	1.2891295004309666e-08	covariance_anisotropy	1.1273705888055563	24	regular-mutation[steps=4,scale=0.03]	1.043180013305982	1.2131483362267557	4	0.08158841192765126
1.0420333374240085	0.006829614706387321	0.00014343548784963094	1.4731692069064538e-07	1.2891295004309666e-08	radial_rms	0.7085907033307848	24	regular-mutation[steps=4,scale=0.03]	0.7074416650822625	0.7094131936153507	4	0.001021329763891877
1.0420333374240085	0.006829614706387321	0.00014343548784963094	1.4731692069064538e-07	1.2891295004309666e-08	angle_gap_cv	0.04827652833650272	24	regular-mutation[steps=4,scale=0.03]	0.025606612856794293	0.0629196900701239	4	0.017707341769886666
1.0250692583054812	0.36264737036778577	0.004361576244699565	0.00017727328444280656	5.261460699923464e-06	log_perimeter	1.418647845962074	24	repulsive-gap[alpha=16]	1.3884986677214526	1.4778820194974707	4	0.029571937468385164
1.0250692583054812	0.36264737036778577	0.004361576244699565	0.00017727328444280656	5.261460699923464e-06	covariance_anisotropy	1.6342466614540652	24	repulsive-gap[alpha=16]	1.0718143214868243	2.8785504201076884	4	0.5969969824518874
1.0250692583054812	0.36264737036778577	0.004361576244699565	0.00017727328444280656	5.261460699923464e-06	radial_rms	0.7381028364213907	24	repulsive-gap[alpha=16]	0.7088477833931989	0.7983196123783503	4	0.03065912001819429
1.0250692583054812	0.36264737036778577	0.004361576244699565	0.00017727328444280656	5.261460699923464e-06	angle_gap_cv	0.19432319548030766	24	repulsive-gap[alpha=16]	0.05865718423584082	0.32771888471475563	4	0.09471854715442457
1.0000237645197028	11618.692934941919	0.12957239552284425	0.00835493248084477	0.0001289058971400076	log_perimeter	1.7812643750784132	24	repulsive-gap[alpha=1]	1.430732433898027	2.4539278523426935	4	0.339366470754177
1.0000237645197028	11618.692934941919	0.12957239552284425	0.00835493248084477	0.0001289058971400076	covariance_anisotropy	53.982295088915144	24	repulsive-gap[alpha=1]	1.5141188267292491	303.00990259221754	4	107.78812960004805
1.0000237645197028	11618.692934941919	0.12957239552284425	0.00835493248084477	0.0001289058971400076	radial_rms	1.3029685829602753	24	repulsive-gap[alpha=1]	0.7468739373239729	2.7177225215915524	4	0.636492172190736
1.0000237645197028	11618.692934941919	0.12957239552284425	0.00835493248084477	0.0001289058971400076	angle_gap_cv	0.5109400507657099	24	repulsive-gap[alpha=1]	0.26309184460831464	0.7887759247728742	4	0.17267487462490444
1.000563260194825	60.342734347621864	0.015020794816010893	0.0018321085629269625	0.00014093242478930692	log_perimeter	1.5493268243228513	24	repulsive-gap[alpha=4]	1.4193176116480597	1.871765018760753	4	0.1556348190955793
1.000563260194825	60.342734347621864	0.015020794816010893	0.0018321085629269625	0.00014093242478930692	covariance_anisotropy	6.164409137928779	24	repulsive-gap[alpha=4]	1.3663138516067757	20.55553122171811	4	7.763326606571195
1.000563260194825	60.342734347621864	0.015020794816010893	0.0018321085629269625	0.00014093242478930692	radial_rms	0.8960989226612283	24	repulsive-gap[alpha=4]	0.7399926184351184	1.3333546187389718	4	0.21600946306449312
1.000563260194825	60.342734347621864	0.015020794816010893	0.0018321085629269625	0.00014093242478930692	angle_gap_cv	0.39225951894312244	24	repulsive-gap[alpha=4]	0.20921976904709866	0.5488821688088872	4	0.14002106299063521
NA	3.5382822629490393e-31	7.841616058750395e-32	5.190405682078375e-33	1.7860315834963156e-33	log_perimeter	1.3862943611198908	24	repulsive-gap[regular]	1.3862943611198906	1.3862943611198906	4	2.220446049250313e-16
NA	3.5382822629490393e-31	7.841616058750395e-32	5.190405682078375e-33	1.7860315834963156e-33	covariance_anisotropy	1.0000000000000004	24	repulsive-gap[regular]	1.0	1.000000000000001	4	5.092945075952532e-16
NA	3.5382822629490393e-31	7.841616058750395e-32	5.190405682078375e-33	1.7860315834963156e-33	radial_rms	0.7071067811865476	24	repulsive-gap[regular]	0.7071067811865476	0.7071067811865477	4	4.629950069047756e-17
NA	3.5382822629490393e-31	7.841616058750395e-32	5.190405682078375e-33	1.7860315834963156e-33	angle_gap_cv	2.2930130548829594e-16	24	repulsive-gap[regular]	7.507042253784959e-17	5.000895941986525e-16	4	1.5967960940517354e-16
1.0000000000162275	84123513815.2673	0.6825546266963608	0.026633028028913475	0.0006649217302036992	log_perimeter	1.9187316425443264	24	zonogon[lengths=uniform(0.5,1.5)]	1.4051741627115668	2.7629580402652314	4	0.7105520322662595
1.0000000000162275	84123513815.2673	0.6825546266963608	0.026633028028913475	0.0006649217302036992	covariance_anisotropy	59340.064568295806	24	zonogon[lengths=uniform(0.5,1.5)]	1.958418254553668	1012.4016740976685	4	290040.5382084039
1.0000000000162275	84123513815.2673	0.6825546266963608	0.026633028028913475	0.0006649217302036992	radial_rms	1.8889109125721797	24	zonogon[lengths=uniform(0.5,1.5)]	0.7269817811989431	2.8195618340368234	4	3.339099629791351
1.0000000000162275	84123513815.2673	0.6825546266963608	0.026633028028913475	0.0006649217302036992	angle_gap_cv	0.555078182855275	24	zonogon[lengths=uniform(0.5,1.5)]	0.10995566931636469	0.9588406749244233	4	0.3194727537802468
1.000386141263297	103.74600938445457	0.01872605385497993	0.0011960639784201618	0.00010795376623061945	log_perimeter	1.4712667612283346	24	current-baseline[delta=0.2]	1.35484712216797	1.9003301674675603	6	0.1695528698059452
1.000386141263297	103.74600938445457	0.01872605385497993	0.0011960639784201618	0.00010795376623061945	covariance_anisotropy	5.472678268086573	24	current-baseline[delta=0.2]	1.1618524520086329	33.030018159099356	6	10.180691324749139
1.000386141263297	103.74600938445457	0.01872605385497993	0.0011960639784201618	0.00010795376623061945	radial_rms	0.788879839383675	24	current-baseline[delta=0.2]	0.6397109769849562	1.47755192039174	6	0.2563564446342454
1.000386141263297	103.74600938445457	0.01872605385497993	0.0011960639784201618	0.00010795376623061945	angle_gap_cv	0.6113729140313747	24	current-baseline[delta=0.2]	0.40635518781917873	0.8474687725938685	6	0.1584197079497462
1.0637717917539093	0.4258998003125113	0.013247976582797957	0.0003157836169966454	1.9151193950757263e-05	log_perimeter	1.3810927029317905	24	primal-hull-uniform-disk[points=n+4,origin=interior]	1.343566054504545	1.4269150053158992	6	0.029573910598197584
1.0637717917539093	0.4258998003125113	0.013247976582797957	0.0003157836169966454	1.9151193950757263e-05	covariance_anisotropy	1.949983225922515	24	primal-hull-uniform-disk[points=n+4,origin=interior]	1.2239937510101735	3.0469555754472	6	0.6519052388446271
1.0637717917539093	0.4258998003125113	0.013247976582797957	0.0003157836169966454	1.9151193950757263e-05	radial_rms	0.6732315528789498	24	primal-hull-uniform-disk[points=n+4,origin=interior]	0.637877265613559	0.7251978409913725	6	0.03024635657772989
1.0637717917539093	0.4258998003125113	0.013247976582797957	0.0003157836169966454	1.9151193950757263e-05	angle_gap_cv	0.4573299314365032	24	primal-hull-uniform-disk[points=n+4,origin=interior]	0.2876267107876109	0.6387838414111839	6	0.11275111085434605
