stratum	n	threshold_quantile	threshold	tail_n	mean_residual_life	median_residual_life	max_excess	enough_exceedances_flag
generic:F12	512	0.79000000000000004	0.57230879500341147	108	0.070778819243981037	0.052370943718967944	0.25245747962075538	yes
generic:F12	512	0.80000000000000004	0.57735162733772749	103	0.069069943590587116	0.055635630734301444	0.24741464728643936	yes
generic:F12	512	0.81000000000000005	0.58166452929246126	98	0.068187997030580039	0.056689538700794295	0.24310174533170559	yes
generic:F12	512	0.81999999999999995	0.5891280546380947	92	0.06489390838630979	0.05294585874668678	0.23563821998607215	yes
generic:F12	512	0.82999999999999996	0.59347061163113268	87	0.064118834180797654	0.051472365938914577	0.23129566299303417	yes
generic:F12	512	0.83999999999999997	0.59780015948549114	82	0.063594975323361211	0.049217578680270047	0.22696611513867571	yes
generic:F12	512	0.84999999999999998	0.60102027112843648	77	0.064391689552112705	0.055159920025852127	0.22374600349573037	yes
generic:F12	512	0.85999999999999999	0.60537295426701054	72	0.064359941236059759	0.053291357052812682	0.21939332035715631	yes
generic:F12	512	0.87	0.61028267701943029	67	0.06399107060889507	0.05670362959162234	0.21448359760473656	yes
generic:F12	512	0.88	0.61478522894545995	62	0.064491794885866566	0.056276763422567488	0.2099810456787069	yes
generic:F12	512	0.89000000000000001	0.61975900363872327	57	0.065005420065377878	0.053538478666151468	0.20500727098544358	yes
generic:F12	512	0.90000000000000002	0.63270397357619157	52	0.057864778767466131	0.045808337661463083	0.19206230104797528	yes
generic:F12	512	0.91000000000000003	0.64067369964002607	46	0.056815149117992798	0.045821872278982934	0.18409257498414078	yes
generic:F12	512	0.92000000000000004	0.64607741560897702	41	0.057835833970395961	0.05037440587931441	0.17868885901518983	yes
generic:F12	512	0.93000000000000005	0.65865730909754971	36	0.052054070565577745	0.044662139226739173	0.16610896552661714	yes
generic:F12	512	0.93999999999999995	0.67085626610455296	31	0.047033767982695471	0.039382134609415087	0.15391000851961389	yes
generic:F12	512	0.94999999999999996	0.67848253965027605	26	0.047801415738577276	0.035830372462215543	0.1462837349738908	yes
generic:F12	512	0.95999999999999996	0.69572711393035092	21	0.040192323866156066	0.035699198986229752	0.12903916069381594	yes
generic:F12	512	0.96999999999999997	0.7100009815232724	16	0.036571393974455683	0.024893901844511623	0.11476529310089445	no
generic:F12	512	0.97999999999999998	0.72841838314821628	11	0.033150233072343355	0.022693610786876484	0.096347891475950576	no
generic:F12	512	0.98999999999999999	0.74956011359201646	6	0.034916880229892831	0.032055849879840448	0.075206161032150387	no
product:4x4	1024	0.75	0.46032848492377432	256	0.10349885566057727	0.088110283689241675	0.35377174837917857	yes
product:4x4	1024	0.76000000000000001	0.46597455037417551	246	0.10193548711310722	0.084971403723013483	0.34812568292877738	yes
product:4x4	1024	0.77000000000000002	0.47484544448248656	236	0.097169125292184716	0.082278788935392866	0.33925478882046634	yes
product:4x4	1024	0.78000000000000003	0.48235321215233368	226	0.093822597505936869	0.077866116755896553	0.33174702115061921	yes
product:4x4	1024	0.79000000000000004	0.4859891644691085	215	0.094883627640579796	0.081689608721200291	0.32811106883384439	yes
product:4x4	1024	0.80000000000000004	0.48904670981986331	205	0.09637048581908865	0.082872186643043966	0.32505352348308958	yes
product:4x4	1024	0.81000000000000005	0.4951075357284061	195	0.095138733956049423	0.084726175649079638	0.31899269757454679	yes
product:4x4	1024	0.81999999999999995	0.50130339369441712	185	0.093929163451210745	0.083668881627817493	0.31279683960853577	yes
product:4x4	1024	0.82999999999999996	0.50648897009208238	174	0.094497000226597822	0.087287270796191085	0.30761126321087051	yes
product:4x4	1024	0.83999999999999997	0.52152535560099555	164	0.084714965169094339	0.075771368328522881	0.29257487770195734	yes
product:4x4	1024	0.84999999999999998	0.52925651476439417	154	0.082257665970465008	0.074356973942338978	0.28484371853855872	yes
product:4x4	1024	0.85999999999999999	0.53659645749449936	144	0.080322942316249618	0.070577014264784799	0.27750377580845353	yes
product:4x4	1024	0.87	0.54498783757706193	133	0.078210782275051183	0.069298138319243585	0.26911239572589096	yes
product:4x4	1024	0.88	0.55086714042235208	123	0.078425394679327964	0.070619979754003914	0.26323309288060082	yes
product:4x4	1024	0.89000000000000001	0.56016759458918908	113	0.07560536865861768	0.065082694602445756	0.25393263871376381	yes
product:4x4	1024	0.90000000000000002	0.57117934794252334	103	0.071430544528220147	0.058564531129814523	0.24292088536042955	yes
product:4x4	1024	0.91000000000000003	0.58483857379736992	93	0.064698381796099116	0.050190771121730648	0.22926165950558297	yes
product:4x4	1024	0.92000000000000004	0.59710630098210182	82	0.060081899143682511	0.045052297341594938	0.21699393232085107	yes
product:4x4	1024	0.93000000000000005	0.60713691340523135	72	0.057586862200509979	0.048275832691005161	0.20696331989772154	yes
product:4x4	1024	0.93999999999999995	0.6214826888984093	62	0.051379303162461386	0.04113447393982167	0.19261754440454359	yes
product:4x4	1024	0.94999999999999996	0.62968664795605112	52	0.052338957398188897	0.040277162037266168	0.18441358534690178	yes
product:4x4	1024	0.95999999999999996	0.64199125896993015	41	0.052397965699876516	0.042895194935688385	0.17210897433302275	yes
product:4x4	1024	0.96999999999999997	0.66259266423843433	31	0.04505127968746471	0.036404250712013586	0.15150756906451857	yes
product:4x4	1024	0.97999999999999998	0.68171256199062102	21	0.043743996249101691	0.028627919507658195	0.13238767131233187	yes
product:4x4	1024	0.98999999999999999	0.7101813936783582	11	0.041354520693850948	0.030070831807193943	0.10391883962459469	no
