stratum	n	model	fit_threshold_quantile	fit_threshold	test_threshold_quantile	test_threshold	observed_exceedances	observed_rate	fit_status	fit_tail_n	status	predicted_probability	predicted_expected_count	predicted_over_observed_count	observed_rate_wilson_95_lower	observed_rate_wilson_95_upper	predicted_inside_wilson_interval	binomial_log_score	shape	scale	endpoint
dataset:random_product_sample	10240	gpd_excess	0.75	0.5013363661736796	0.94999999999999996	0.67614655853018124	512	0.050000000000000003	ok	2560	ok	0.050223514802882313	514.28879158151494	1.0044702960576464	0.045944882721579663	0.054392618883899388	yes	-2032.8014617488425	-0.40555181716072364	0.14818339240980574	0.86672344160892401
dataset:random_product_sample	10240	gpd_excess	0.75	0.5013363661736796	0.98999999999999999	0.76051313149295285	103	0.010058593750000001	ok	2560	ok	0.011880584334494319	121.65718358522183	1.1811377047108915	0.008301238936614698	0.012183406366052044	yes	-577.73813810227227	-0.40555181716072364	0.14818339240980574	0.86672344160892401
dataset:random_product_sample	10240	exponential_excess	0.80000000000000004	0.53555423843973049	0.90000000000000002	0.61876798769465591	1024	0.10000000000000001	ok	2048	ok	0.083336501724183429	853.36577765563834	0.83336501724183432	0.094338575693642082	0.10596142573345042	no	-3346.4341817532759	0	0.095054637222867666	infinite
dataset:random_product_sample	10240	exponential_excess	0.80000000000000004	0.53555423843973049	0.94999999999999996	0.67614655853018124	512	0.050000000000000003	ok	2048	ok	0.045569966146736293	466.63645334257967	0.91139932293472592	0.045944882721579663	0.054392618883899388	no	-2035.0383482681109	0	0.095054637222867666	infinite
dataset:random_product_sample	10240	exponential_excess	0.80000000000000004	0.53555423843973049	0.98999999999999999	0.76051313149295285	103	0.010058593750000001	ok	2048	ok	0.018759309460759786	192.09532887818023	1.865003192992041	0.008301238936614698	0.012183406366052044	no	-601.50411987449866	0	0.095054637222867666	infinite
dataset:random_product_sample	10240	gpd_excess	0.80000000000000004	0.53555423843973049	0.90000000000000002	0.61876798769465591	1024	0.10000000000000001	ok	2048	ok	0.096305772997888173	986.17111549837489	0.96305772997888173	0.094338575693642082	0.10596142573345042	yes	-3329.6435162990592	-0.39426710197175452	0.13105923160827671	0.86796653191499451
dataset:random_product_sample	10240	gpd_excess	0.80000000000000004	0.53555423843973049	0.94999999999999996	0.67614655853018124	512	0.050000000000000003	ok	2048	ok	0.049589726549513033	507.79879986701349	0.99179453099026071	0.045944882721579663	0.054392618883899388	yes	-2032.8143300614292	-0.39426710197175452	0.13105923160827671	0.86796653191499451
dataset:random_product_sample	10240	gpd_excess	0.80000000000000004	0.53555423843973049	0.98999999999999999	0.76051313149295285	103	0.010058593750000001	ok	2048	ok	0.011404042122155945	116.77739133087687	1.1337610808822998	0.008301238936614698	0.012183406366052044	yes	-577.06710284599387	-0.39426710197175452	0.13105923160827671	0.86796653191499451
dataset:random_product_sample	10240	exponential_excess	0.84999999999999998	0.57381204426018217	0.90000000000000002	0.61876798769465591	1024	0.10000000000000001	ok	1536	ok	0.086765553510686863	888.47926794943351	0.86765553510686866	0.094338575693642082	0.10596142573345042	no	-3339.683209839648	0	0.082122471842949199	infinite
dataset:random_product_sample	10240	exponential_excess	0.84999999999999998	0.57381204426018217	0.94999999999999996	0.67614655853018124	512	0.050000000000000003	ok	1536	ok	0.043142757885775464	441.78184075034073	0.86285515771550925	0.045944882721579663	0.054392618883899388	no	-2038.3544624094181	0	0.082122471842949199	infinite
dataset:random_product_sample	10240	exponential_excess	0.84999999999999998	0.57381204426018217	0.98999999999999999	0.76051313149295285	103	0.010058593750000001	ok	1536	ok	0.015443501411330555	158.14145445202487	1.5353539267186882	0.008301238936614698	0.012183406366052044	no	-587.34061112129916	0	0.082122471842949199	infinite
dataset:random_product_sample	10240	gpd_excess	0.84999999999999998	0.57381204426018217	0.90000000000000002	0.61876798769465591	1024	0.10000000000000001	ok	1536	ok	0.097170804061861099	995.0290335934576	0.97170804061861094	0.094338575693642082	0.10596142573345042	yes	-3329.3128084932896	-0.37898265408652199	0.11229802753799244	0.8701264700712239
dataset:random_product_sample	10240	gpd_excess	0.84999999999999998	0.57381204426018217	0.94999999999999996	0.67614655853018124	512	0.050000000000000003	ok	1536	ok	0.04904461902228522	502.21689878820064	0.98089238044570437	0.045944882721579663	0.054392618883899388	yes	-2032.8956816457855	-0.37898265408652199	0.11229802753799244	0.8701264700712239
