stratum	n	rank_desc	sys	gap_from_one	gap_to_next_lower	gap_to_record	empirical_tail_mass_at_or_above_rank
product:4x6	1024	7	0.76899163785439018	0.23100836214560982	0.0073444301000102907	0.060274917343782985	0.0068359375
product:4x6	1024	8	0.76164720775437988	0.23835279224562012	0.0014855281044090507	0.067619347443793276	0.0078125
product:4x6	1024	9	0.76016167964997083	0.23983832035002917	0.0033809864130353029	0.069104875548202327	0.0087890625
product:4x6	1024	10	0.75678069323693553	0.24321930676306447	0.0027977052825639559	0.07248586196123763	0.009765625
product:4x6	1024	11	0.75398298795437158	0.24601701204562842	0.0012369146703290479	0.075283567243801586	0.0107421875
product:4x6	1024	12	0.75274607328404253	0.24725392671595747	0.0066517534636498787	0.076520481914130634	0.01171875
product:4x6	1024	13	0.74609431982039265	0.25390568017960735	0.00028630170336274574	0.083172235377780512	0.0126953125
product:4x6	1024	14	0.7458080181170299	0.2541919818829701	0.00033909998195458257	0.083458537081143258	0.013671875
product:4x6	1024	15	0.74546891813507532	0.25453108186492468	0.00029925531193664145	0.083797637063097841	0.0146484375
product:4x6	1024	16	0.74516966282313868	0.25483033717686132	0.0060870649804815047	0.084096892375034482	0.015625
product:4x6	1024	17	0.73908259784265717	0.26091740215734283	0.0026241584917433558	0.090183957355515987	0.0166015625
product:4x6	1024	18	0.73645843935091382	0.26354156064908618	0.00056748429420150348	0.092808115847259343	0.017578125
product:4x6	1024	19	0.73589095505671231	0.26410904494328769	0.00035319329896355001	0.093375600141460846	0.0185546875
product:4x6	1024	20	0.73553776175774876	0.26446223824225124	0.0014642295770708191	0.093728793440424396	0.01953125
product:4x6	1024	21	0.73407353218067795	0.26592646781932205	0.0018182970660245434	0.095193023017495215	0.0205078125
product:4x6	1024	22	0.7322552351146534	0.2677447648853466	0.0010565350914164551	0.097011320083519759	0.021484375
product:4x6	1024	23	0.73119870002323695	0.26880129997676305	0.0015973319983961787	0.098067855174936214	0.0224609375
product:4x6	1024	24	0.72960136802484077	0.27039863197515923	0.00084316571535814067	0.099665187173332392	0.0234375
product:4x6	1024	25	0.72875820230948263	0.27124179769051737	0.002044180149599728	0.10050835288869053	0.0244140625
product:4x6	1024	26	0.7267140221598829	0.2732859778401171	0.0027979775295891018	0.10255253303829026	0.025390625
product:4x6	1024	27	0.7239160446302938	0.2760839553697062	0.0017543777827299101	0.10535051056787936	0.0263671875
product:4x6	1024	28	0.72216166684756389	0.27783833315243611	0.00025857345114976837	0.10710488835060927	0.02734375
product:4x6	1024	29	0.72190309339641412	0.27809690660358588	0.00040552389059289595	0.10736346180175904	0.0283203125
product:4x6	1024	30	0.72149756950582122	0.27850243049417878	2.730285691854295e-05	0.10776898569235194	0.029296875
generic:F12	512	1	0.82476627462416685	0.17523372537583315	0.016723286050306596	0	0.001953125
generic:F12	512	2	0.80804298857386025	0.19195701142613975	0.010282868132502898	0.016723286050306596	0.00390625
generic:F12	512	3	0.79776012044135736	0.20223987955864264	0.03228831393900089	0.027006154182809494	0.005859375
generic:F12	512	4	0.76547180650235647	0.23452819349764353	0.0057630276477343978	0.059294468121810384	0.0078125
generic:F12	512	5	0.75970877885462207	0.24029122114537793	0.00859678491952931	0.065057495769544782	0.009765625
generic:F12	512	6	0.75111199393509276	0.24888800606490724	0.014108003118873391	0.073654280689074092	0.01171875
generic:F12	512	7	0.73700399081621937	0.26299600918378063	0.0019136622302550199	0.087762283807947483	0.013671875
generic:F12	512	8	0.73509032858596435	0.26490967141403565	0.00039089043636064691	0.089675946038202503	0.015625
generic:F12	512	9	0.7346994381496037	0.2653005618503963	0.0025266931232715839	0.09006683647456315	0.017578125
generic:F12	512	10	0.73217274502633212	0.26782725497366788	0.00074643210975144925	0.092593529597834734	0.01953125
generic:F12	512	11	0.73142631291658067	0.26857368708341933	0.013672408038018502	0.093339961707586183	0.021484375
generic:F12	512	12	0.71775390487856217	0.28224609512143783	0.0028974501679588371	0.10701236974560469	0.0234375
generic:F12	512	13	0.71485645471060333	0.28514354528939667	0.0010870851962234696	0.10990981991356352	0.025390625
generic:F12	512	14	0.71376936951437986	0.28623063048562014	0.0024842697943998626	0.11099690510978699	0.02734375
generic:F12	512	15	0.71128509971998	0.28871490028002	0.001046699006011953	0.11348117490418685	0.029296875
generic:F12	512	16	0.71023840071396804	0.28976159928603196	0.00071945209301704782	0.11452787391019881	0.03125
generic:F12	512	17	0.709518948620951	0.290481051379049	0.0045587005005934822	0.11524732600321586	0.033203125
generic:F12	512	18	0.70496024812035751	0.29503975187964249	0.0032815995921372521	0.11980602650380934	0.03515625
generic:F12	512	19	0.70167864852822026	0.29832135147177974	0.0051381295230431556	0.12308762609594659	0.037109375
generic:F12	512	20	0.69654051900517711	0.30345948099482289	8.8697516885671845e-05	0.12822575561898975	0.0390625
generic:F12	512	21	0.69645182148829143	0.30354817851170857	0.0016470626316829051	0.12831445313587542	0.041015625
generic:F12	512	22	0.69480475885660853	0.30519524114339147	0.0071323078931746497	0.12996151576755832	0.04296875
generic:F12	512	23	0.68767245096343388	0.31232754903656612	0.0023537580888497445	0.13709382366073297	0.044921875
generic:F12	512	24	0.68531869287458413	0.31468130712541587	0.0028499762971112563	0.13944758174958272	0.046875
generic:F12	512	25	0.68246871657747288	0.31753128342252712	0.0036586894660323166	0.14229755804669397	0.048828125
generic:F12	512	26	0.67881002711144056	0.32118997288855944	0.00059543174757181738	0.14595624751272629	0.05078125
generic:F12	512	27	0.67821459536386874	0.32178540463613126	0.0034603346081009123	0.14655167926029811	0.052734375
generic:F12	512	28	0.67475426075576783	0.32524573924423217	0.0014567784508930925	0.15001201386839902	0.0546875
generic:F12	512	29	0.67329748230487474	0.32670251769512526	6.0491076256496967e-05	0.15146879231929211	0.056640625
generic:F12	512	30	0.67323699122861824	0.32676300877138176	0.0015321042872331603	0.15152928339554861	0.05859375
product:4x4	1024	1	0.81410023330295289	0.18589976669704711	0.01378747971060601	0	0.0009765625
product:4x4	1024	2	0.80031275359234688	0.19968724640765312	0.013900613836918541	0.01378747971060601	0.001953125
product:4x4	1024	3	0.78641213975542834	0.21358786024457166	0.010922387888266161	0.02768809354752455	0.0029296875
product:4x4	1024	4	0.77548975186716218	0.22451024813283782	0.0045506950472478103	0.038610481435790711	0.00390625
product:4x4	1024	5	0.77093905681991437	0.22906094318008563	0.03068683133436223	0.043161176483038521	0.0048828125
product:4x4	1024	6	0.74025222548555214	0.25974777451444786	0.019179371206975659	0.073848007817400751	0.005859375
product:4x4	1024	7	0.72107285427857648	0.27892714572142352	0.00083949005296957147	0.093027379024376411	0.0068359375
product:4x4	1024	8	0.72023336422560691	0.27976663577439309	0.0046324544942125678	0.093866869077345982	0.0078125
product:4x4	1024	9	0.71560090973139434	0.28439909026860566	0.0034596221943075101	0.09849932357155855	0.0087890625
product:4x4	1024	10	0.71214128753708683	0.28785871246291317	0.0018008060388076119	0.10195894576586606	0.009765625
product:4x4	1024	11	0.71034048149827922	0.28965951850172078	0.00069168617356940576	0.10375975180467367	0.0107421875
product:4x4	1024	12	0.70964879532470981	0.29035120467529019	0.0061643084404892079	0.10445143797824308	0.01171875
product:4x4	1024	13	0.70348448688422061	0.29651551311577939	0.0017188491262908334	0.11061574641873229	0.0126953125
product:4x4	1024	14	0.70176563775792977	0.29823436224207023	6.3190060293205619e-06	0.11233459554502312	0.013671875
product:4x4	1024	15	0.70175931875190045	0.29824068124809955	0.0027624038014525398	0.11234091455105244	0.0146484375
product:4x4	1024	16	0.69899691495044791	0.30100308504955209	0.0018161226195777536	0.11510331835250498	0.015625
product:4x4	1024	17	0.69718079233087016	0.30281920766912984	0.0047820353999900034	0.11691944097208273	0.0166015625
product:4x4	1024	18	0.69239875693088015	0.30760124306911985	0.0018912742235659419	0.12170147637207274	0.017578125
product:4x4	1024	19	0.69050748270731421	0.30949251729268579	0.0034434573113294453	0.12359275059563868	0.0185546875
product:4x4	1024	20	0.68706402539598477	0.31293597460401523	0.0021775714903662369	0.12703620790696812	0.01953125
product:4x4	1024	21	0.68488645390561853	0.31511354609438147	0.0068997650326027005	0.12921377939733436	0.0205078125
product:4x4	1024	22	0.67798668887301583	0.32201331112698417	0.002388073822765957	0.13611354442993706	0.021484375
product:4x4	1024	23	0.67559861505024987	0.32440138494975013	0.0018587941458882984	0.13850161825270302	0.0224609375
product:4x4	1024	24	0.67373982090436157	0.32626017909563843	0.0018832619448653221	0.14036041239859132	0.0234375
product:4x4	1024	25	0.67185655895949625	0.32814344104050375	0.0016164726421975528	0.14224367434345664	0.0244140625
product:4x4	1024	26	0.6702400863172987	0.3297599136827013	0.00055255264796283399	0.14386014698565419	0.025390625
product:4x4	1024	27	0.66968753366933587	0.33031246633066413	0.00031067788929484141	0.14441269963361703	0.0263671875
product:4x4	1024	28	0.66937685578004102	0.33062314421995898	0.0011923181794500914	0.14472337752291187	0.02734375
product:4x4	1024	29	0.66818453760059093	0.33181546239940907	0.0051623289239838277	0.14591569570236196	0.0283203125
product:4x4	1024	30	0.66302220867660711	0.33697779132339289	0.00034057583891133891	0.15107802462634579	0.029296875
