stratum	n	model	threshold_quantile	threshold	tail_n	exceedance_fraction	status	shape	scale	endpoint	conditional_survival_sys_gt_1_given_exceedance	p_sys_gt_1	predictive_at_least_one_1m	endpoint_below_1_flag	nearby_ok_fit_count	nearby_log10_p_sys_gt_1_range	nearby_finite_endpoint_range	threshold_probability_stable_flag	threshold_endpoint_stable_flag	threshold_stable_flag	max_sys	error
dataset:random_product_sample	10240	gpd_excess	0.79000000000000004	0.52803441344773583	2151	0.21005859374999999	ok	-0.39807806258372458	0.13514042083673039	0.86751662444826638	0	0	0	yes	5	NA	0.0016075885380136823	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.80000000000000004	0.53555423843973049	2048	0.20000000000000001	ok	0	0.095054637222867666	infinite	0.0075508690124699599	0.0015101738024939921	1	no	5	0.16257908248494646	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.80000000000000004	0.53555423843973049	2048	0.20000000000000001	ok	-0.39426710197175452	0.13105923160827671	0.86796653191499451	0	0	0	yes	5	NA	0.001175471126083516	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.81000000000000005	0.54346079339351039	1946	0.19003906249999999	ok	0	0.091910850491035881	infinite	0.0069626441172547255	0.0013231743605642281	1	no	5	0.20727213987029369	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.81000000000000005	0.54346079339351039	1946	0.19003906249999999	ok	-0.3887554653366756	0.12643544622136521	0.8686920955743499	0	0	0	yes	5	NA	0.0021168066318304479	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.81999999999999995	0.54993850557044566	1844	0.18007812500000001	ok	0	0.090354741571146979	infinite	0.0068668479014019797	0.0012365690947446534	1	no	5	0.20718388388608178	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.81999999999999995	0.54993850557044566	1844	0.18007812500000001	ok	-0.39001447264160227	0.12424501937944744	0.86850365659657303	0	0	0	yes	5	NA	0.001947786828628284	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.82999999999999996	0.55864886180555939	1741	0.17001953124999999	ok	0	0.086717101245306405	infinite	0.0061607834104011345	0.0010474535075691773	1	no	5	0.19936783301271088	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.82999999999999996	0.55864886180555939	1741	0.17001953124999999	ok	-0.38226367269362677	0.11887810360193028	0.86963343108009683	0	0	0	yes	5	NA	0.0016228134746508749	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.83999999999999997	0.56613163029332025	1639	0.16005859375000001	ok	0	0.084404051523965296	infinite	0.0058555008900216324	0.00093722323815873595	1	no	5	0.24397734738836929	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.83999999999999997	0.56613163029332025	1639	0.16005859375000001	ok	-0.38043042539033745	0.11556817739336894	0.86991431874362279	0	0	0	yes	5	NA	0.0027070203714431029	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.84999999999999998	0.57381204426018217	1536	0.14999999999999999	ok	0	0.082122471842949199	infinite	0.0055738847518702018	0.00083608271278053027	1	no	5	0.21510904699001232	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.84999999999999998	0.57381204426018217	1536	0.14999999999999999	ok	-0.37898265408652199	0.11229802753799244	0.8701264700712239	0	0	0	yes	5	NA	0.0015772458879192985	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.85999999999999999	0.58255258220707618	1434	0.14003906250000001	ok	0	0.078892283178901776	infinite	0.0050349115552062373	0.00070508429396149851	1	no	5	0.2570102936646772	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.85999999999999999	0.58255258220707618	1434	0.14003906250000001	ok	-0.37261509577524088	0.10755836362564622	0.87121067696801613	0	0	0	yes	5	NA	0.0024220436030296666	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.87	0.5901201633442883	1332	0.13007812499999999	ok	0	0.077087391336247493	infinite	0.0049070608131468792	0.00063830126983512134	1	no	5	0.30741239646384155	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.87	0.5901201633442883	1332	0.13007812499999999	ok	-0.37422696834296842	0.10508618800317973	0.87092886205589803	0	0	0	yes	5	NA	0.0039989591886886444	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.88	0.59972783123842832	1229	0.12001953125000001	ok	0	0.073521648037909421	infinite	0.0043209657941802281	0.000518600289164795	1	no	5	0.31005221475806888	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.88	0.59972783123842832	1229	0.12001953125000001	ok	-0.36621495837804208	0.09983332187329752	0.87233636234665246	0	0	0	yes	5	NA	0.0036570919433335236	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.89000000000000001	0.60958151247252745	1127	0.11005859375	ok	0	0.069868755247217459	infinite	0.003742940195098353	0.00041194273436287541	1	no	5	0.32421077491867312	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.89000000000000001	0.60958151247252745	1127	0.11005859375	ok	-0.35704907937114438	0.094455161942172447	0.87412542925991255	0	0	0	yes	5	NA	0.0036570919433335236	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.90000000000000002	0.61876798769465591	1024	0.10000000000000001	ok	0	0.067254126154648708	infinite	0.0034529383624974132	0.00034529383624974132	1	no	5	0.30468561746204825	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.90000000000000002	0.61876798769465591	1024	0.10000000000000001	ok	-0.35490990575910286	0.090792330312642278	0.87458595399923156	0	0	0	yes	5	NA	0.0022495916525790971	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.91000000000000003	0.62763545121035369	922	0.090039062500000003	ok	0	0.065376302051116816	infinite	0.0033603457833814728	0.00030256238401149592	1	no	5	0.40781551155029661	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.91000000000000003	0.62763545121035369	922	0.090039062500000003	ok	-0.35890010608680312	0.08833911569077757	0.87377390085854634	0	0	0	yes	5	NA	0.0047155430892414918	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.92000000000000004	0.63742814100502232	820	0.080078125	ok	0	0.063152746025359086	infinite	0.0032109477706829329	0.00025712667694921922	1	no	5	0.457013034145481	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.92000000000000004	0.63742814100502232	820	0.080078125	ok	-0.36204514282449918	0.085358504756404094	0.87319571432606946	0	0	0	yes	5	NA	0.0052635771965157119	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.93000000000000005	0.65132270340900422	717	0.070019531250000003	ok	0	0.057398509788692216	infinite	0.0023003935266625469	0.00016107247642744592	1	no	5	0.54561688431362265	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.93000000000000005	0.65132270340900422	717	0.070019531250000003	ok	-0.33815492786050139	0.076622036134017996	0.87791125741531095	0	0	0	yes	5	NA	0.0055171531607838276	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.93999999999999995	0.66310372092684189	615	0.06005859375	ok	0	0.054241947539082035	infinite	0.0020072461457038811	0.0001205523808210827	1	no	5	0.62314809197080478	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.93999999999999995	0.66310372092684189	615	0.06005859375	ok	-0.33553758623912827	0.072259888340845901	0.87845929152258517	0	0	0	yes	5	NA	0.0055171531607838276	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.94999999999999996	0.67614655853018124	512	0.050000000000000003	ok	0	0.050889785719648806	infinite	0.0017227729529648715	8.6138647648243582e-05	1	no	5	0.77001206828574986	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.94999999999999996	0.67614655853018124	512	0.050000000000000003	ok	-0.33410761578807258	0.067678946524503791	0.87871286748685329	0	0	0	yes	5	NA	0.0054290938628609453	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.95999999999999996	0.69026728771673862	410	0.0400390625	ok	0	0.047776924665167551	infinite	0.0015293790792653252	6.1234904540896805e-05	1	no	5	1.0581309847810241	NA	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.95999999999999996	0.69026728771673862	410	0.0400390625	ok	-0.33978350192143369	0.063636206945284893	0.87755185740723274	0	0	0	yes	5	NA	0.0093283863790878385	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.96999999999999997	0.70936372654581992	308	0.030078125000000001	ok	0	0.041503356481751068	infinite	0.00090940745002205325	2.7353270957694572e-05	0.99999999999868039	no	5	1.65042075504571	NA	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.96999999999999997	0.70936372654581992	308	0.030078125000000001	ok	-0.31311519034989843	0.054362190367562076	0.88298095127009368	0	0	0	yes	5	NA	0.018222934868427076	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.97999999999999998	0.73103818180200175	205	0.02001953125	ok	0	0.035629669762277105	infinite	0.00052673345444580666	1.0544956851698277e-05	0.99997367555150829	no	4	1.5022217510203859	NA	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.97999999999999998	0.73103818180200175	205	0.02001953125	ok	-0.29575687606368201	0.046091361411804824	0.88688024378632058	0	0	0	yes	4	NA	0.018222934868427076	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.98999999999999999	0.76051313149295285	103	0.010058593750000001	ok	0	0.027975938793865798	infinite	0.00019153141892703561	1.9265367333481122e-06	0.85434851342234408	no	3	1.1522319734221647	NA	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.98999999999999999	0.76051313149295285	103	0.010058593750000001	ok	-0.26093051999014882	0.035293895482762842	0.89577479227565981	0	0	0	yes	3	NA	0.012793841005566131	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.75	0.59026793910203557	256	0.25	ok	0	0.077952578099546338	infinite	0.0052152369774748058	0.0013038092443687014	1	no	3	0.28987752320169369	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.75	0.59026793910203557	256	0.25	ok	-0.35691466904274494	0.10466240773424509	0.88351004096059071	0	0	0	yes	3	NA	0.023010234352945469	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.76000000000000001	0.59765891446429042	246	0.240234375	ok	0	0.073616558073531416	infinite	0.0042308122932790005	0.0010163865470181974	1	no	4	0.28987752320169369	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.76000000000000001	0.59765891446429042	246	0.240234375	ok	-0.33508538226892137	0.09771951400848608	0.88928462892193183	0	0	0	yes	4	NA	0.023010234352945469	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.77000000000000002	0.60691046471165855	236	0.23046875	ok	0	0.0672834365673083	infinite	0.0029021809459330535	0.00066886201488300845	1	no	5	0.28987752320169369	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.77000000000000002	0.60691046471165855	236	0.23046875	ok	-0.29029552881694359	0.086975388407416393	0.90652027531353618	0	0	0	yes	5	NA	0.023010234352945469	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.78000000000000003	0.60889300953920755	226	0.220703125	ok	0	0.068240114355089296	infinite	0.0032427436310079982	0.00071568365293731213	1	no	5	0.20139528201031798	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.78000000000000003	0.60889300953920755	226	0.220703125	ok	-0.30726010112154756	0.089164125453836507	0.89908404029254474	0	0	0	yes	5	NA	0.017235646391604353	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.79000000000000004	0.61256999196853934	215	0.2099609375	ok	0	0.067935558514696667	infinite	0.0033362609222790792	0.00070048447098633015	1	no	5	0.10126896471164359	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.79000000000000004	0.61256999196853934	215	0.2099609375	ok	-0.31369747515101565	0.089106732746161155	0.89662306795604829	0	0	0	yes	5	NA	0.0098972073574878916	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.80000000000000004	0.61708626676858225	205	0.2001953125	ok	0	0.066631127955188413	infinite	0.0031930794269763962	0.00063923953372086058	1	no	5	0.18561625341710419	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.80000000000000004	0.61708626676858225	205	0.2001953125	ok	-0.31100714222588544	0.087243557538244101	0.89760573302212199	0	0	0	yes	5	NA	0.0096074272788833071	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.81000000000000005	0.62203686458286589	195	0.1904296875	ok	0	0.064975830157965889	infinite	0.0029765794430556074	0.0005668290931600034	1	no	5	0.17629366776107469	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.81000000000000005	0.62203686458286589	195	0.1904296875	ok	-0.30514011278701292	0.08476836960602907	0.89983832710378064	0	0	0	yes	5	NA	0.0096074272788833071	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.81999999999999995	0.6279391160562724	185	0.1806640625	ok	0	0.062441476897347872	infinite	0.0025836463813265782	0.00046677205131388376	1	no	5	0.21437671820575588	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.81999999999999995	0.6279391160562724	185	0.1806640625	ok	-0.28990633389320242	0.080678433491768162	0.9062304952349316	0	0	0	yes	5	NA	0.0087497152884602469	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.82999999999999996	0.63159493383181797	174	0.169921875	ok	0	0.062639872925976323	infinite	0.0027911017678076081	0.00047426924570168343	1	no	5	0.16216522497468988	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.82999999999999996	0.63159493383181797	174	0.169921875	ok	-0.30364602973600641	0.081646854727689414	0.90048320086654321	0	0	0	yes	5	NA	0.0075534989061580848	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.83999999999999997	0.63759656644055807	164	0.16015625	ok	0	0.06022745271794562	infinite	0.0024363687277316288	0.00039019967905076867	1	no	5	0.12970700200600627	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.83999999999999997	0.63759656644055807	164	0.16015625	ok	-0.28949770294111182	0.07780507894639363	0.90635544831058223	0	0	0	yes	5	NA	0.0075534989061580848	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.84999999999999998	0.64074112062329291	154	0.150390625	ok	0	0.06088578069067762	infinite	0.002737970640536084	0.00041176511586187199	1	no	5	0.17714801001615976	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.84999999999999998	0.64074112062329291	154	0.150390625	ok	-0.30854595401507001	0.079623624610193774	0.89880194940442415	0	0	0	yes	5	NA	0.0075534989061580848	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.85999999999999999	0.6466510960489863	144	0.140625	ok	0	0.058982530685650354	infinite	0.002501816347567807	0.00035181792387672288	1	no	5	0.16347409824501291	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.85999999999999999	0.6466510960489863	144	0.140625	ok	-0.30137691586544457	0.076792678314088425	0.9014572018635868	0	0	0	yes	5	NA	0.0075534989061580848	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.87	0.65248673229096277	133	0.1298828125	ok	0	0.057721556249939764	infinite	0.0024284282092811808	0.00031541108577577839	1	no	5	0.18930307318034689	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.87	0.65248673229096277	133	0.1298828125	ok	-0.3026926036406371	0.075230518874895486	0.90102441695870805	0	0	0	yes	5	NA	0.0039688276803107048	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.88	0.6582079026624833	123	0.1201171875	ok	0	0.056474183699503806	infinite	0.0023527202906577045	0.00028260214428798598	1	no	5	0.1441362436783602	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.88	0.6582079026624833	123	0.1201171875	ok	-0.30389783507275581	0.073658957055392174	0.90058856008887656	0	0	0	yes	5	NA	0.0073973360749078898	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.89000000000000001	0.66365791675797337	113	0.1103515625	ok	0	0.055807184401695756	infinite	0.0024130592797996339	0.00026628486193101429	1	no	5	0.27308518593051945	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.89000000000000001	0.66365791675797337	113	0.1103515625	ok	-0.31307731716793147	0.073207012282863998	0.89748837418327609	0	0	0	yes	5	NA	0.0098386438954467526	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.90000000000000002	0.66943363963699265	103	0.1005859375	ok	0	0.0552090448524594	infinite	0.002509830829814368	0.00025245368698328116	1	no	5	0.31370076560993976	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.90000000000000002	0.66943363963699265	103	0.1005859375	ok	-0.3245530640740848	0.072903129968928101	0.89405986578867891	0	0	0	yes	5	NA	0.01049068268990383	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.91000000000000003	0.6789208878244769	93	0.0908203125	ok	0	0.051033280090632342	infinite	0.0018518626630252279	0.0001681867457630334	1	no	5	0.36784891463003166	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.91000000000000003	0.6789208878244769	93	0.0908203125	ok	-0.29383855035296136	0.066107098269095887	0.90389850968412566	0	0	0	yes	5	NA	0.01049068268990383	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.92000000000000004	0.68693623726029518	82	0.080078125	ok	0	0.049153990377787747	infinite	0.001713802576668685	0.00013723809695979705	1	no	5	0.45776947683001623	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.92000000000000004	0.68693623726029518	82	0.080078125	ok	-0.29252013080081729	0.063656566781703228	0.90455054847858274	0	0	0	yes	5	NA	0.01049068268990383	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.93000000000000005	0.69479534269794296	72	0.0703125	ok	0	0.047516413893894459	infinite	0.0016235475903880801	0.00011415568994916188	1	no	5	0.44504314709206128	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.93000000000000005	0.69479534269794296	72	0.0703125	ok	-0.2953490820142135	0.061685146736541165	0.90365039081883947	0	0	0	yes	5	NA	0.0048225427632954121	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.93999999999999995	0.70403329777179235	62	0.060546875	ok	0	0.045296414190172739	infinite	0.0014531836673374035	8.7985729858319349e-05	1	no	5	0.35672606677495322	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.93999999999999995	0.70403329777179235	62	0.060546875	ok	-0.29353289828083601	0.058742299023677669	0.90415498555438734	0	0	0	yes	5	NA	0.015566094786221951	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.94999999999999996	0.71457156851790737	52	0.05078125	ok	0	0.042380140092224045	infinite	0.0011886260209121378	6.0359915124444501e-05	1	no	5	0.27674894281952733	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.94999999999999996	0.71457156851790737	52	0.05078125	ok	-0.28130022106891728	0.054544496858132029	0.90847293358213488	0	0	0	yes	5	NA	0.029882354853357329	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.95999999999999996	0.72427477795477702	41	0.0400390625	ok	0	0.042588431856471973	infinite	0.001542761735617214	6.1770733554986109e-05	1	no	5	0.87757353219608802	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.95999999999999996	0.72427477795477702	41	0.0400390625	ok	-0.33831415390701913	0.057050612985065849	0.89290683879591293	0	0	0	yes	5	NA	0.029882354853357329	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.96999999999999997	0.73424825652015435	31	0.0302734375	ok	0	0.044665748894741092	infinite	0.0026063926244915257	7.8904464218005171e-05	1	no	4	0.83026286645858605	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.96999999999999997	0.73424825652015435	31	0.0302734375	ok	-0.43866418276719132	0.06331780681036428	0.87859057872877755	0	0	0	yes	4	NA	0.029882354853357329	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.97999999999999998	0.76124355973481905	21	0.0205078125	ok	0	0.031953167384581593	infinite	0.00056874732972379545	1.1663763597851274e-05	0.9999914007160523	no	3	0.83026286645858605	NA	yes	yes	yes	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.97999999999999998	0.76124355973481905	21	0.0205078125	ok	-0.29750638525983375	0.041375108444748898	0.90031656957497097	0	0	0	yes	3	NA	0.021725990846193421	no	yes	no	0.86258589584944001	NA
product:5x6	1024	exponential_excess	0.98999999999999999	0.7926715918074011	11	0.0107421875	insufficient_tail_rows	NA	NA	NA	NA	NA	NA	NA	2	0.83026286645858605	NA	yes	yes	no	0.86258589584944001	NA
product:5x6	1024	gpd_excess	0.98999999999999999	0.7926715918074011	11	0.0107421875	insufficient_tail_rows	NA	NA	NA	NA	NA	NA	NA	2	NA	0.021725990846193421	no	yes	no	0.86258589584944001	NA
generic:F10	512	exponential_excess	0.75	0.49744946973751858	128	0.25	ok	0	0.093912707467946679	infinite	0.0047422117207845879	0.001185552930196147	1	no	3	0.072279827547455433	NA	yes	yes	yes	0.85955960580283441	NA
generic:F10	512	gpd_excess	0.75	0.49744946973751858	128	0.25	ok	-0.28141495624060908	0.11915755580865045	0.92087243701851496	0	0	0	yes	3	NA	0.0068943701940390456	no	yes	no	0.85955960580283441	NA
generic:F10	512	exponential_excess	0.76000000000000001	0.50158505051260149	123	0.240234375	ok	0	0.093503383033610499	infinite	0.0048418988841440677	0.0011631905522455476	1	no	4	0.10053479634457307	NA	yes	yes	yes	0.85955960580283441	NA
generic:F10	512	gpd_excess	0.76000000000000001	0.50158505051260149	123	0.240234375	ok	-0.28451104949114736	0.11878271677766965	0.91908277859773024	0	0	0	yes	4	NA	0.007939143010509353	no	yes	no	0.85955960580283441	NA
generic:F10	512	exponential_excess	0.77000000000000002	0.50847367123845744	118	0.23046875	ok	0	0.090414994092022596	infinite	0.0043554103054207621	0.0010037859688274413	1	no	5	0.18580073359384608	NA	yes	yes	yes	0.85955960580283441	NA
generic:F10	512	gpd_excess	0.77000000000000002	0.50847367123845744	118	0.23046875	ok	-0.27315555906123745	0.11404339582108571	0.92597714879176929	0	0	0	yes	5	NA	0.019948931236132839	no	yes	no	0.85955960580283441	NA
generic:F10	512	exponential_excess	0.78000000000000003	0.51370713116890976	113	0.220703125	ok	0	0.089095646289052491	infinite	0.0042616489227512537	0.00094055923490408532	1	no	5	0.2735875645379533	NA	yes	yes	yes	0.85955960580283441	NA
generic:F10	512	gpd_excess	0.78000000000000003	0.51370713116890976	113	0.220703125	ok	-0.27149021125240158	0.11221091977011577	0.9270219216082396	0	0	0	yes	5	NA	0.036973201029051994	no	yes	no	0.85955960580283441	NA
generic:F10	512	exponential_excess	0.79000000000000004	0.52145628274692024	108	0.2109375	ok	0	0.085314462605060357	infinite	0.0036640924262357419	0.00077289449615910175	1	no	5	0.29663522624200667	NA	yes	yes	yes	0.85955960580283441	NA
generic:F10	512	gpd_excess	0.79000000000000004	0.52145628274692024	108	0.2109375	ok	-0.25447589456135811	0.10626288035479095	0.93903170983386308	0	0	0	yes	5	NA	0.049362646542559507	no	yes	no	0.85955960580283441	NA
generic:F10	512	exponential_excess	0.80000000000000004	0.52946461191300909	103	0.201171875	ok	0	0.081365956678634388	infinite	0.0030796122451569579	0.00061953136963118491	1	no	5	0.3892964474276619	NA	yes	yes	yes	0.85955960580283441	NA
generic:F10	512	gpd_excess	0.80000000000000004	0.52946461191300909	103	0.201171875	ok	-0.23427647829183085	0.099940323297678213	0.95605597962678224	0	0	0	yes	5	NA	0.087617958045299371	no	yes	no	0.85955960580283441	NA
generic:F10	512	exponential_excess	0.81000000000000005	0.53675861127005176	98	0.19140625	ok	0	0.078070262022866516	infinite	0.0026488037326951159	0.00050699758946117456	1	no	5	0.44558642786682912	NA	yes	yes	yes	0.85955960580283441	NA
generic:F10	512	gpd_excess	0.81000000000000005	0.53675861127005176	98	0.19140625	ok	-0.2157686573966561	0.094632073244984766	0.9753397953343288	0	0	0	yes	5	3.023220308957014	0.16395607888709274	no	no	no	0.85955960580283441	NA
generic:F10	512	exponential_excess	0.81999999999999995	0.54574172051279324	92	0.1796875	ok	0	0.073876491776141126	infinite	0.0021358553558744656	0.00038378650925869305	1	no	5	0.41119756363307536	NA	yes	yes	yes	0.85955960580283441	NA
generic:F10	512	gpd_excess	0.81999999999999995	0.54574172051279324	92	0.1796875	ok	-0.18681712791633173	0.087598207375929174	1.014639879653539	8.7316735393416845e-09	1.5689725891004588e-09	0.0015677423963010406	no	5	3.4611013457426676	0.1988848443385749	no	no	no	0.85955960580283441	NA
generic:F10	512	exponential_excess	0.82999999999999996	0.55410406861296102	87	0.169921875	ok	0	0.06946553268005437	infinite	0.0016303636922627253	0.00027703445552120529	1	no	5	0.33613334967515174	NA	yes	yes	yes	0.85955960580283441	NA
generic:F10	512	gpd_excess	0.82999999999999996	0.55410406861296102	87	0.169921875	ok	-0.14500791005893315	0.07959248111823275	1.1029877887209558	9.7406148986802589e-06	1.6551435472366847e-06	0.80893563477327302	no	5	3.4611013457426676	0.17960102863102834	no	no	no	0.85955960580283441	NA
generic:F10	512	exponential_excess	0.83999999999999997	0.5599107331498242	82	0.16015625	ok	0	0.067687721385792737	infinite	0.0015007966322522889	0.00024036196063415564	1	no	5	0.21813479282978321	NA	yes	yes	yes	0.85955960580283441	NA
generic:F10	512	gpd_excess	0.83999999999999997	0.5599107331498242	82	0.16015625	ok	-0.12849500280836473	0.076458393190403429	1.1549408239653571	2.8325188623226336e-05	4.5364559904385931e-06	0.98928880989934087	no	5	3.4611013457426676	0.14030094431181817	no	yes	no	0.85955960580283441	NA
generic:F10	512	exponential_excess	0.84999999999999998	0.56445422073462193	77	0.150390625	ok	0	0.067354584892407685	infinite	0.0015547185509083026	0.00023381509457019394	1	no	5	0.18415945595620808	NA	yes	yes	yes	0.85955960580283441	NA
generic:F10	512	gpd_excess	0.84999999999999998	0.56445422073462193	77	0.150390625	ok	-0.13129296858156975	0.076277359625477104	1.1454248580013653	2.6213461751471699e-05	3.9422588962174235e-06	0.98059581795744033	no	5	0.90165184338496207	0.16827605596827544	yes	no	no	0.85955960580283441	NA
generic:F10	512	exponential_excess	0.85999999999999999	0.56906591556541508	72	0.140625	ok	0	0.067269969476743185	infinite	0.0016515524714143792	0.00023224956629264707	1	no	5	0.1224914070570895	NA	yes	yes	yes	0.85955960580283441	NA
