stratum	n	model	threshold_quantile	threshold	tail_n	exceedance_fraction	status	shape	scale	endpoint	conditional_survival_sys_gt_1_given_exceedance	p_sys_gt_1	predictive_at_least_one_1m	endpoint_below_1_flag	nearby_ok_fit_count	nearby_log10_p_sys_gt_1_range	nearby_finite_endpoint_range	threshold_probability_stable_flag	threshold_endpoint_stable_flag	threshold_stable_flag	max_sys	error
dataset:random_sample	4096	gpd_excess	0.94999999999999996	0.6101385841537581	205	0.050048828125	ok	-0.23025926932998361	0.072392420078631198	0.92453383212480034	0	0	0	yes	5	NA	0.017170470809514948	no	yes	no	0.85955960580283441	NA
dataset:random_sample	4096	exponential_excess	0.95999999999999996	0.62637261995167259	164	0.0400390625	ok	0	0.055491985197207869	infinite	0.0011909580834356288	4.7684845137559354e-05	1	no	5	0.63484642407049652	NA	yes	yes	yes	0.85955960580283441	NA
dataset:random_sample	4096	gpd_excess	0.95999999999999996	0.62637261995167259	164	0.0400390625	ok	-0.22409336271128164	0.067835373636875335	0.92908294040089245	0	0	0	yes	5	NA	0.017170470809514948	no	yes	no	0.85955960580283441	NA
dataset:random_sample	4096	exponential_excess	0.96999999999999997	0.64578477133968248	123	0.030029296875	ok	0	0.051200814038543631	infinite	0.0009896529897446449	2.9718583432273274e-05	0.9999999999998761	no	5	0.86445849957785104	NA	yes	yes	yes	0.85955960580283441	NA
dataset:random_sample	4096	gpd_excess	0.96999999999999997	0.64578477133968248	123	0.030029296875	ok	-0.21000915011592333	0.061938900966640661	0.94071906792843063	0	0	0	yes	5	NA	0.016392866754493141	no	yes	no	0.85955960580283441	NA
dataset:random_sample	4096	exponential_excess	0.97999999999999998	0.66824707747544843	82	0.02001953125	ok	0	0.047927573996478338	infinite	0.00098589214318777819	1.9737098569677202e-05	0.99999999731958267	no	4	0.71648329509755992	NA	yes	yes	yes	0.85955960580283441	NA
dataset:random_sample	4096	gpd_excess	0.97999999999999998	0.66824707747544843	82	0.02001953125	ok	-0.21716523739679949	0.058376004561801975	0.9370562352465821	0	0	0	yes	4	NA	0.016392866754493141	no	yes	no	0.85955960580283441	NA
dataset:random_sample	4096	exponential_excess	0.98999999999999999	0.70515620801278245	41	0.010009765625	ok	0	0.042141813833245556	infinite	0.00091510972924402085	9.1600339108898572e-06	0.99989484507975246	no	3	0.51113102302578906	NA	yes	yes	yes	0.85955960580283441	NA
dataset:random_sample	4096	gpd_excess	0.98999999999999999	0.70515620801278245	41	0.010009765625	ok	-0.23807230257580772	0.0521783049274002	0.92432620117393749	0	0	0	yes	3	NA	0.016392866754493141	no	yes	no	0.85955960580283441	NA
dataset:random_product_sample	10240	exponential_excess	0.75	0.5013363661736796	2560	0.25	ok	0	0.10676382543790393	infinite	0.0093655503192262273	0.0023413875798065568	1	no	3	0.067584530776218621	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.75	0.5013363661736796	2560	0.25	ok	-0.40555181716072364	0.14818339240980574	0.86672344160892401	0	0	0	yes	3	NA	0.00036106542741221048	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.76000000000000001	0.50738441885166718	2458	0.24003906250000001	ok	0	0.10502238124923216	infinite	0.0091813856406097825	0.0022038912016229344	1	no	4	0.11467583968070816	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.76000000000000001	0.50738441885166718	2458	0.24003906250000001	ok	-0.40526476270669409	0.14563708698261502	0.8667472364080957	0	0	0	yes	4	NA	0.00084205470212550537	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.77000000000000002	0.51447800418422063	2355	0.22998046875	ok	0	0.10236882267094677	infinite	0.0087136041129198712	0.0020039587583912397	1	no	5	0.14206641497771333	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.77000000000000002	0.51447800418422063	2355	0.22998046875	ok	-0.40196156051047172	0.14173426013257651	0.86708450703633622	0	0	0	yes	5	NA	0.00084205470212550537	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.78000000000000003	0.52183430006266129	2253	0.22001953125000001	ok	0	0.099472304136474538	infinite	0.0081721482306257656	0.001798032223007798	1	no	5	0.16416321897279351	NA	yes	yes	yes	0.86258589584944001	NA
dataset:random_product_sample	10240	gpd_excess	0.78000000000000003	0.52183430006266129	2253	0.22001953125000001	ok	-0.39764499292047262	0.13747827908457688	0.86756549631104951	0	0	0	yes	5	NA	0.0012192955068988098	no	yes	no	0.86258589584944001	NA
dataset:random_product_sample	10240	exponential_excess	0.79000000000000004	0.52803441344773583	2151	0.21005859374999999	ok	0	0.097841790284443148	infinite	0.0080364906085837618	0.0016881339159241866	1	no	5	0.18027170260504288	NA	yes	yes	yes	0.86258589584944001	NA
