stratum	n	threshold	exceedances_sys_gt_threshold	empirical_survival	max_sys	q99_sys
product:4x5	1024	0.59999999999999998	131	0.1279296875	0.83812448892957969	0.73985937525205947
product:4x5	1024	0.69999999999999996	34	0.033203125	0.83812448892957969	0.73985937525205947
product:4x5	1024	0.75	9	0.0087890625	0.83812448892957969	0.73985937525205947
product:4x5	1024	0.80000000000000004	1	0.0009765625	0.83812448892957969	0.73985937525205947
product:4x5	1024	0.84999999999999998	0	0	0.83812448892957969	0.73985937525205947
product:4x5	1024	0.86250000000000004	0	0	0.83812448892957969	0.73985937525205947
product:4x5	1024	0.90000000000000002	0	0	0.83812448892957969	0.73985937525205947
product:4x5	1024	0.94999999999999996	0	0	0.83812448892957969	0.73985937525205947
product:4x5	1024	1	0	0	0.83812448892957969	0.73985937525205947
product:4x6	1024	0.5	294	0.287109375	0.82926655519817316	0.75369849758019591
product:4x6	1024	0.59999999999999998	138	0.134765625	0.82926655519817316	0.75369849758019591
product:4x6	1024	0.69999999999999996	38	0.037109375	0.82926655519817316	0.75369849758019591
product:4x6	1024	0.75	12	0.01171875	0.82926655519817316	0.75369849758019591
product:4x6	1024	0.80000000000000004	1	0.0009765625	0.82926655519817316	0.75369849758019591
product:4x6	1024	0.84999999999999998	0	0	0.82926655519817316	0.75369849758019591
product:4x6	1024	0.86250000000000004	0	0	0.82926655519817316	0.75369849758019591
product:4x6	1024	0.90000000000000002	0	0	0.82926655519817316	0.75369849758019591
product:4x6	1024	0.94999999999999996	0	0	0.82926655519817316	0.75369849758019591
product:4x6	1024	1	0	0	0.82926655519817316	0.75369849758019591
product:5x5	1024	0.5	347	0.3388671875	0.8437955079134134	0.77953198148677294
product:5x5	1024	0.59999999999999998	176	0.171875	0.8437955079134134	0.77953198148677294
product:5x5	1024	0.69999999999999996	56	0.0546875	0.8437955079134134	0.77953198148677294
product:5x5	1024	0.75	24	0.0234375	0.8437955079134134	0.77953198148677294
product:5x5	1024	0.80000000000000004	5	0.0048828125	0.8437955079134134	0.77953198148677294
product:5x5	1024	0.84999999999999998	0	0	0.8437955079134134	0.77953198148677294
product:5x5	1024	0.86250000000000004	0	0	0.8437955079134134	0.77953198148677294
product:5x5	1024	0.90000000000000002	0	0	0.8437955079134134	0.77953198148677294
product:5x5	1024	0.94999999999999996	0	0	0.8437955079134134	0.77953198148677294
product:5x5	1024	1	0	0	0.8437955079134134	0.77953198148677294
product:5x6	1024	0.5	454	0.443359375	0.86258589584944001	0.7926715918074011
product:5x6	1024	0.59999999999999998	243	0.2373046875	0.86258589584944001	0.7926715918074011
product:5x6	1024	0.69999999999999996	65	0.0634765625	0.86258589584944001	0.7926715918074011
product:5x6	1024	0.75	26	0.025390625	0.86258589584944001	0.7926715918074011
product:5x6	1024	0.80000000000000004	5	0.0048828125	0.86258589584944001	0.7926715918074011
product:5x6	1024	0.84999999999999998	1	0.0009765625	0.86258589584944001	0.7926715918074011
product:5x6	1024	0.86250000000000004	1	0.0009765625	0.86258589584944001	0.7926715918074011
product:5x6	1024	0.90000000000000002	0	0	0.86258589584944001	0.7926715918074011
product:5x6	1024	0.94999999999999996	0	0	0.86258589584944001	0.7926715918074011
product:5x6	1024	1	0	0	0.86258589584944001	0.7926715918074011
product:6x6	1024	0.5	533	0.5205078125	0.85361188817024714	0.79536548536085683
product:6x6	1024	0.59999999999999998	323	0.3154296875	0.85361188817024714	0.79536548536085683
product:6x6	1024	0.69999999999999996	119	0.1162109375	0.85361188817024714	0.79536548536085683
product:6x6	1024	0.75	52	0.05078125	0.85361188817024714	0.79536548536085683
product:6x6	1024	0.80000000000000004	9	0.0087890625	0.85361188817024714	0.79536548536085683
product:6x6	1024	0.84999999999999998	1	0.0009765625	0.85361188817024714	0.79536548536085683
product:6x6	1024	0.86250000000000004	0	0	0.85361188817024714	0.79536548536085683
product:6x6	1024	0.90000000000000002	0	0	0.85361188817024714	0.79536548536085683
product:6x6	1024	0.94999999999999996	0	0	0.85361188817024714	0.79536548536085683
product:6x6	1024	1	0	0	0.85361188817024714	0.79536548536085683
