accepted_rows	attempts_total_accepted_prefix	attempts_total_with_exhaustion	censored	comparison_eligible	exhausted_rows	first_hit_accepted_index	first_hit_attempt	generator_ms	population	region	rejections_in_accepted_prefix	rejections_with_exhaustion	requested_rows	seed	seed_role	side_count	support_overlap	validation_ms_estimate
24	78	24	False	True	0	2	15	0.05459399999999999	current-baseline[delta=0.2]	isoperimetric_ratio_high	54	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	59	24	True	True	0	NA	NA	0.0949	primal-hull-uniform-disk[points=n+4,origin=interior]	isoperimetric_ratio_high	35	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.05625799999999999	regular-mutation[steps=4,scale=0.03]	isoperimetric_ratio_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.028745000000000003	repulsive-gap[alpha=16]	isoperimetric_ratio_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	32	24	False	True	0	1	3	0.03272	repulsive-gap[alpha=1]	isoperimetric_ratio_high	8	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	22	22	0.032868	repulsive-gap[alpha=4]	isoperimetric_ratio_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.024727000000000002	repulsive-gap[regular]	isoperimetric_ratio_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	2	2	0.012202999999999997	zonogon[lengths=uniform(0.5,1.5)]	isoperimetric_ratio_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	61	24	False	True	0	1	5	0.055215	current-baseline[delta=0.2]	isoperimetric_ratio_high	37	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	66	24	True	True	0	NA	NA	0.08855200000000002	primal-hull-uniform-disk[points=n+4,origin=interior]	isoperimetric_ratio_high	42	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.035743	regular-mutation[steps=4,scale=0.03]	isoperimetric_ratio_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.022885000000000003	repulsive-gap[alpha=16]	isoperimetric_ratio_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	28	24	False	True	0	2	2	0.024615	repulsive-gap[alpha=1]	isoperimetric_ratio_high	4	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	25	24	True	True	0	NA	NA	0.037802	repulsive-gap[alpha=4]	isoperimetric_ratio_high	1	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.018246000000000002	repulsive-gap[regular]	isoperimetric_ratio_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	False	True	0	8	8	0.017783	zonogon[lengths=uniform(0.5,1.5)]	isoperimetric_ratio_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	78	24	True	True	0	NA	NA	0.05459399999999999	current-baseline[delta=0.2]	support_roughness_low	54	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	59	24	True	True	0	NA	NA	0.0949	primal-hull-uniform-disk[points=n+4,origin=interior]	support_roughness_low	35	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	6	6	0.05625799999999999	regular-mutation[steps=4,scale=0.03]	support_roughness_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	3	3	0.028745000000000003	repulsive-gap[alpha=16]	support_roughness_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	32	24	True	True	0	NA	NA	0.03272	repulsive-gap[alpha=1]	support_roughness_low	8	0	24	20260717	confirmation-1	6	0.9135162669760335	21.172738678893822
24	24	24	True	True	0	NA	NA	0.032868	repulsive-gap[alpha=4]	support_roughness_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.024727000000000002	repulsive-gap[regular]	support_roughness_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	1	1	0.012202999999999997	zonogon[lengths=uniform(0.5,1.5)]	support_roughness_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	61	24	True	True	0	NA	NA	0.055215	current-baseline[delta=0.2]	support_roughness_low	37	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	66	24	True	True	0	NA	NA	0.08855200000000002	primal-hull-uniform-disk[points=n+4,origin=interior]	support_roughness_low	42	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	False	True	0	4	4	0.035743	regular-mutation[steps=4,scale=0.03]	support_roughness_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	False	True	0	17	17	0.022885000000000003	repulsive-gap[alpha=16]	support_roughness_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	28	24	True	True	0	NA	NA	0.024615	repulsive-gap[alpha=1]	support_roughness_low	4	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	25	24	False	True	0	15	16	0.037802	repulsive-gap[alpha=4]	support_roughness_low	1	0	24	20260718	confirmation-2	6	0.9921685184995678	21.172738678893822
24	24	24	True	True	0	NA	NA	0.018246000000000002	repulsive-gap[regular]	support_roughness_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	False	True	0	3	3	0.017783	zonogon[lengths=uniform(0.5,1.5)]	support_roughness_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	78	24	False	True	0	6	27	0.05459399999999999	current-baseline[delta=0.2]	support_roughness_high	54	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	59	24	False	True	0	4	7	0.0949	primal-hull-uniform-disk[points=n+4,origin=interior]	support_roughness_high	35	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.05625799999999999	regular-mutation[steps=4,scale=0.03]	support_roughness_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.028745000000000003	repulsive-gap[alpha=16]	support_roughness_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	32	24	False	True	0	1	3	0.03272	repulsive-gap[alpha=1]	support_roughness_high	8	0	24	20260717	confirmation-1	6	0.9135162669760335	21.172738678893822
24	24	24	False	True	0	22	22	0.032868	repulsive-gap[alpha=4]	support_roughness_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.024727000000000002	repulsive-gap[regular]	support_roughness_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	23	23	0.012202999999999997	zonogon[lengths=uniform(0.5,1.5)]	support_roughness_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	61	24	False	True	0	1	5	0.055215	current-baseline[delta=0.2]	support_roughness_high	37	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	66	24	True	True	0	NA	NA	0.08855200000000002	primal-hull-uniform-disk[points=n+4,origin=interior]	support_roughness_high	42	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.035743	regular-mutation[steps=4,scale=0.03]	support_roughness_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.022885000000000003	repulsive-gap[alpha=16]	support_roughness_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	28	24	False	True	0	2	2	0.024615	repulsive-gap[alpha=1]	support_roughness_high	4	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	25	24	True	True	0	NA	NA	0.037802	repulsive-gap[alpha=4]	support_roughness_high	1	0	24	20260718	confirmation-2	6	0.9921685184995678	21.172738678893822
24	24	24	True	True	0	NA	NA	0.018246000000000002	repulsive-gap[regular]	support_roughness_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	False	True	0	8	8	0.017783	zonogon[lengths=uniform(0.5,1.5)]	support_roughness_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	78	24	True	True	0	NA	NA	0.05459399999999999	current-baseline[delta=0.2]	central_symmetry_residual_low	54	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	59	24	True	True	0	NA	NA	0.0949	primal-hull-uniform-disk[points=n+4,origin=interior]	central_symmetry_residual_low	35	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.05625799999999999	regular-mutation[steps=4,scale=0.03]	central_symmetry_residual_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.028745000000000003	repulsive-gap[alpha=16]	central_symmetry_residual_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	32	24	True	True	0	NA	NA	0.03272	repulsive-gap[alpha=1]	central_symmetry_residual_low	8	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.032868	repulsive-gap[alpha=4]	central_symmetry_residual_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	8	8	0.024727000000000002	repulsive-gap[regular]	central_symmetry_residual_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	1	1	0.012202999999999997	zonogon[lengths=uniform(0.5,1.5)]	central_symmetry_residual_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	61	24	True	True	0	NA	NA	0.055215	current-baseline[delta=0.2]	central_symmetry_residual_low	37	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	66	24	True	True	0	NA	NA	0.08855200000000002	primal-hull-uniform-disk[points=n+4,origin=interior]	central_symmetry_residual_low	42	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.035743	regular-mutation[steps=4,scale=0.03]	central_symmetry_residual_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.022885000000000003	repulsive-gap[alpha=16]	central_symmetry_residual_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	28	24	True	True	0	NA	NA	0.024615	repulsive-gap[alpha=1]	central_symmetry_residual_low	4	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	25	24	True	True	0	NA	NA	0.037802	repulsive-gap[alpha=4]	central_symmetry_residual_low	1	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	False	True	0	12	12	0.018246000000000002	repulsive-gap[regular]	central_symmetry_residual_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	False	True	0	1	1	0.017783	zonogon[lengths=uniform(0.5,1.5)]	central_symmetry_residual_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	78	24	False	True	0	6	27	0.05459399999999999	current-baseline[delta=0.2]	central_symmetry_residual_high	54	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	59	24	False	True	0	16	36	0.0949	primal-hull-uniform-disk[points=n+4,origin=interior]	central_symmetry_residual_high	35	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.05625799999999999	regular-mutation[steps=4,scale=0.03]	central_symmetry_residual_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.028745000000000003	repulsive-gap[alpha=16]	central_symmetry_residual_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	32	24	False	True	0	1	3	0.03272	repulsive-gap[alpha=1]	central_symmetry_residual_high	8	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	22	22	0.032868	repulsive-gap[alpha=4]	central_symmetry_residual_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.024727000000000002	repulsive-gap[regular]	central_symmetry_residual_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.012202999999999997	zonogon[lengths=uniform(0.5,1.5)]	central_symmetry_residual_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	61	24	False	True	0	1	5	0.055215	current-baseline[delta=0.2]	central_symmetry_residual_high	37	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	66	24	True	True	0	NA	NA	0.08855200000000002	primal-hull-uniform-disk[points=n+4,origin=interior]	central_symmetry_residual_high	42	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.035743	regular-mutation[steps=4,scale=0.03]	central_symmetry_residual_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.022885000000000003	repulsive-gap[alpha=16]	central_symmetry_residual_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	28	24	False	True	0	2	2	0.024615	repulsive-gap[alpha=1]	central_symmetry_residual_high	4	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	25	24	False	True	0	9	10	0.037802	repulsive-gap[alpha=4]	central_symmetry_residual_high	1	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.018246000000000002	repulsive-gap[regular]	central_symmetry_residual_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.017783	zonogon[lengths=uniform(0.5,1.5)]	central_symmetry_residual_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	78	24	False	True	0	2	15	0.05459399999999999	current-baseline[delta=0.2]	support_novelty_high	54	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	59	24	False	True	0	1	2	0.0949	primal-hull-uniform-disk[points=n+4,origin=interior]	support_novelty_high	35	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.05625799999999999	regular-mutation[steps=4,scale=0.03]	support_novelty_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.028745000000000003	repulsive-gap[alpha=16]	support_novelty_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	32	24	False	True	0	3	8	0.03272	repulsive-gap[alpha=1]	support_novelty_high	8	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	3	3	0.032868	repulsive-gap[alpha=4]	support_novelty_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.024727000000000002	repulsive-gap[regular]	support_novelty_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.012202999999999997	zonogon[lengths=uniform(0.5,1.5)]	support_novelty_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	61	24	False	True	0	4	10	0.055215	current-baseline[delta=0.2]	support_novelty_high	37	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	66	24	False	True	0	1	1	0.08855200000000002	primal-hull-uniform-disk[points=n+4,origin=interior]	support_novelty_high	42	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.035743	regular-mutation[steps=4,scale=0.03]	support_novelty_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.022885000000000003	repulsive-gap[alpha=16]	support_novelty_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	28	24	False	True	0	1	1	0.024615	repulsive-gap[alpha=1]	support_novelty_high	4	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	25	24	True	True	0	NA	NA	0.037802	repulsive-gap[alpha=4]	support_novelty_high	1	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.018246000000000002	repulsive-gap[regular]	support_novelty_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.017783	zonogon[lengths=uniform(0.5,1.5)]	support_novelty_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
