accepted_rows	attempts_total_accepted_prefix	attempts_total_with_exhaustion	censored	comparison_eligible	exhausted_rows	first_hit_accepted_index	first_hit_attempt	generator_ms	population	region	rejections_in_accepted_prefix	rejections_with_exhaustion	requested_rows	seed	seed_role	side_count	support_overlap	validation_ms_estimate
24	24	24	False	True	0	2	2	0.023535999999999998	repulsive-gap[alpha=4]	covariance_anisotropy_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.011560000000000003	repulsive-gap[regular]	covariance_anisotropy_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	False	True	0	3	3	0.03294000000000001	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	53	24	True	True	0	NA	NA	0.030344999999999997	current-baseline[delta=0.2]	isoperimetric_ratio_low	29	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	198	24	True	True	0	NA	NA	0.23972799999999997	primal-hull-uniform-disk[points=n+4,origin=interior]	isoperimetric_ratio_low	174	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.044181000000000005	regular-mutation[steps=4,scale=0.03]	isoperimetric_ratio_low	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.023304000000000005	repulsive-gap[alpha=16]	isoperimetric_ratio_low	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	47	24	True	True	0	NA	NA	0.031285	repulsive-gap[alpha=1]	isoperimetric_ratio_low	23	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	26	24	True	True	0	NA	NA	0.025521	repulsive-gap[alpha=4]	isoperimetric_ratio_low	2	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	False	True	0	1	1	0.018276	repulsive-gap[regular]	isoperimetric_ratio_low	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.022708999999999997	zonogon[lengths=uniform(0.5,1.5)]	isoperimetric_ratio_low	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	70	24	True	True	0	NA	NA	0.04968	current-baseline[delta=0.2]	isoperimetric_ratio_low	46	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	229	24	True	True	0	NA	NA	0.24709700000000004	primal-hull-uniform-disk[points=n+4,origin=interior]	isoperimetric_ratio_low	205	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.027592	regular-mutation[steps=4,scale=0.03]	isoperimetric_ratio_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.015021000000000001	repulsive-gap[alpha=16]	isoperimetric_ratio_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	42	24	True	True	0	NA	NA	0.023816000000000004	repulsive-gap[alpha=1]	isoperimetric_ratio_low	18	0	24	20260718	confirmation-2	4	0.9985103738755688	21.172738678893822
24	24	24	True	True	0	NA	NA	0.023535999999999998	repulsive-gap[alpha=4]	isoperimetric_ratio_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	False	True	0	1	1	0.011560000000000003	repulsive-gap[regular]	isoperimetric_ratio_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.03294000000000001	zonogon[lengths=uniform(0.5,1.5)]	isoperimetric_ratio_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	53	24	False	True	0	2	8	0.030344999999999997	current-baseline[delta=0.2]	isoperimetric_ratio_high	29	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	198	24	True	True	0	NA	NA	0.23972799999999997	primal-hull-uniform-disk[points=n+4,origin=interior]	isoperimetric_ratio_high	174	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.044181000000000005	regular-mutation[steps=4,scale=0.03]	isoperimetric_ratio_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.023304000000000005	repulsive-gap[alpha=16]	isoperimetric_ratio_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	47	24	False	True	0	9	20	0.031285	repulsive-gap[alpha=1]	isoperimetric_ratio_high	23	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	26	24	False	True	0	2	2	0.025521	repulsive-gap[alpha=4]	isoperimetric_ratio_high	2	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.018276	repulsive-gap[regular]	isoperimetric_ratio_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	False	True	0	4	4	0.022708999999999997	zonogon[lengths=uniform(0.5,1.5)]	isoperimetric_ratio_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	70	24	False	True	0	3	11	0.04968	current-baseline[delta=0.2]	isoperimetric_ratio_high	46	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	229	24	True	True	0	NA	NA	0.24709700000000004	primal-hull-uniform-disk[points=n+4,origin=interior]	isoperimetric_ratio_high	205	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.027592	regular-mutation[steps=4,scale=0.03]	isoperimetric_ratio_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.015021000000000001	repulsive-gap[alpha=16]	isoperimetric_ratio_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	42	24	False	True	0	7	10	0.023816000000000004	repulsive-gap[alpha=1]	isoperimetric_ratio_high	18	0	24	20260718	confirmation-2	4	0.9985103738755688	21.172738678893822
24	24	24	False	True	0	2	2	0.023535999999999998	repulsive-gap[alpha=4]	isoperimetric_ratio_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.011560000000000003	repulsive-gap[regular]	isoperimetric_ratio_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	False	True	0	3	3	0.03294000000000001	zonogon[lengths=uniform(0.5,1.5)]	isoperimetric_ratio_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	53	24	True	True	0	NA	NA	0.030344999999999997	current-baseline[delta=0.2]	support_roughness_low	29	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	198	24	True	True	0	NA	NA	0.23972799999999997	primal-hull-uniform-disk[points=n+4,origin=interior]	support_roughness_low	174	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	False	True	0	6	6	0.044181000000000005	regular-mutation[steps=4,scale=0.03]	support_roughness_low	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	False	True	0	4	4	0.023304000000000005	repulsive-gap[alpha=16]	support_roughness_low	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	47	24	False	True	0	6	13	0.031285	repulsive-gap[alpha=1]	support_roughness_low	23	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	26	24	False	True	0	5	5	0.025521	repulsive-gap[alpha=4]	support_roughness_low	2	0	24	20260717	confirmation-1	4	0.9722448245972607	21.172738678893822
24	24	24	False	True	0	1	1	0.018276	repulsive-gap[regular]	support_roughness_low	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	False	True	0	2	2	0.022708999999999997	zonogon[lengths=uniform(0.5,1.5)]	support_roughness_low	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	70	24	True	True	0	NA	NA	0.04968	current-baseline[delta=0.2]	support_roughness_low	46	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	229	24	True	True	0	NA	NA	0.24709700000000004	primal-hull-uniform-disk[points=n+4,origin=interior]	support_roughness_low	205	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	False	True	0	3	3	0.027592	regular-mutation[steps=4,scale=0.03]	support_roughness_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	False	True	0	6	6	0.015021000000000001	repulsive-gap[alpha=16]	support_roughness_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	42	24	True	True	0	NA	NA	0.023816000000000004	repulsive-gap[alpha=1]	support_roughness_low	18	0	24	20260718	confirmation-2	4	0.8596810212744892	21.172738678893822
24	24	24	False	True	0	21	21	0.023535999999999998	repulsive-gap[alpha=4]	support_roughness_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	False	True	0	4	4	0.011560000000000003	repulsive-gap[regular]	support_roughness_low	0	0	24	20260718	confirmation-2	4	0.9992552039421262	21.172738678893822
24	24	24	False	True	0	17	17	0.03294000000000001	zonogon[lengths=uniform(0.5,1.5)]	support_roughness_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	53	24	False	True	0	1	4	0.030344999999999997	current-baseline[delta=0.2]	support_roughness_high	29	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	198	24	True	True	0	NA	NA	0.23972799999999997	primal-hull-uniform-disk[points=n+4,origin=interior]	support_roughness_high	174	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.044181000000000005	regular-mutation[steps=4,scale=0.03]	support_roughness_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.023304000000000005	repulsive-gap[alpha=16]	support_roughness_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	47	24	False	True	0	9	20	0.031285	repulsive-gap[alpha=1]	support_roughness_high	23	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	26	24	False	True	0	3	3	0.025521	repulsive-gap[alpha=4]	support_roughness_high	2	0	24	20260717	confirmation-1	4	0.9722448245972607	21.172738678893822
24	24	24	True	True	0	NA	NA	0.018276	repulsive-gap[regular]	support_roughness_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	False	True	0	7	7	0.022708999999999997	zonogon[lengths=uniform(0.5,1.5)]	support_roughness_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	70	24	False	True	0	9	33	0.04968	current-baseline[delta=0.2]	support_roughness_high	46	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	229	24	True	True	0	NA	NA	0.24709700000000004	primal-hull-uniform-disk[points=n+4,origin=interior]	support_roughness_high	205	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.027592	regular-mutation[steps=4,scale=0.03]	support_roughness_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.015021000000000001	repulsive-gap[alpha=16]	support_roughness_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	42	24	False	True	0	7	10	0.023816000000000004	repulsive-gap[alpha=1]	support_roughness_high	18	0	24	20260718	confirmation-2	4	0.8596810212744892	21.172738678893822
24	24	24	False	True	0	2	2	0.023535999999999998	repulsive-gap[alpha=4]	support_roughness_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.011560000000000003	repulsive-gap[regular]	support_roughness_high	0	0	24	20260718	confirmation-2	4	0.9992552039421262	21.172738678893822
24	24	24	False	True	0	9	9	0.03294000000000001	zonogon[lengths=uniform(0.5,1.5)]	support_roughness_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	53	24	True	True	0	NA	NA	0.030344999999999997	current-baseline[delta=0.2]	central_symmetry_residual_low	29	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	198	24	True	True	0	NA	NA	0.23972799999999997	primal-hull-uniform-disk[points=n+4,origin=interior]	central_symmetry_residual_low	174	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.044181000000000005	regular-mutation[steps=4,scale=0.03]	central_symmetry_residual_low	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.023304000000000005	repulsive-gap[alpha=16]	central_symmetry_residual_low	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	47	24	True	True	0	NA	NA	0.031285	repulsive-gap[alpha=1]	central_symmetry_residual_low	23	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	26	24	True	True	0	NA	NA	0.025521	repulsive-gap[alpha=4]	central_symmetry_residual_low	2	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	False	True	0	1	1	0.018276	repulsive-gap[regular]	central_symmetry_residual_low	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	False	True	0	1	1	0.022708999999999997	zonogon[lengths=uniform(0.5,1.5)]	central_symmetry_residual_low	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	70	24	True	True	0	NA	NA	0.04968	current-baseline[delta=0.2]	central_symmetry_residual_low	46	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	229	24	True	True	0	NA	NA	0.24709700000000004	primal-hull-uniform-disk[points=n+4,origin=interior]	central_symmetry_residual_low	205	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.027592	regular-mutation[steps=4,scale=0.03]	central_symmetry_residual_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.015021000000000001	repulsive-gap[alpha=16]	central_symmetry_residual_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	42	24	True	True	0	NA	NA	0.023816000000000004	repulsive-gap[alpha=1]	central_symmetry_residual_low	18	0	24	20260718	confirmation-2	4	0.9895297541353566	21.172738678893822
24	24	24	True	True	0	NA	NA	0.023535999999999998	repulsive-gap[alpha=4]	central_symmetry_residual_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	False	True	0	3	3	0.011560000000000003	repulsive-gap[regular]	central_symmetry_residual_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	False	True	0	1	1	0.03294000000000001	zonogon[lengths=uniform(0.5,1.5)]	central_symmetry_residual_low	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	53	24	False	True	0	1	4	0.030344999999999997	current-baseline[delta=0.2]	central_symmetry_residual_high	29	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	198	24	True	True	0	NA	NA	0.23972799999999997	primal-hull-uniform-disk[points=n+4,origin=interior]	central_symmetry_residual_high	174	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.044181000000000005	regular-mutation[steps=4,scale=0.03]	central_symmetry_residual_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.023304000000000005	repulsive-gap[alpha=16]	central_symmetry_residual_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	47	24	False	True	0	9	20	0.031285	repulsive-gap[alpha=1]	central_symmetry_residual_high	23	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	26	24	False	True	0	2	2	0.025521	repulsive-gap[alpha=4]	central_symmetry_residual_high	2	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.018276	repulsive-gap[regular]	central_symmetry_residual_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.022708999999999997	zonogon[lengths=uniform(0.5,1.5)]	central_symmetry_residual_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	70	24	False	True	0	2	8	0.04968	current-baseline[delta=0.2]	central_symmetry_residual_high	46	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	229	24	True	True	0	NA	NA	0.24709700000000004	primal-hull-uniform-disk[points=n+4,origin=interior]	central_symmetry_residual_high	205	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.027592	regular-mutation[steps=4,scale=0.03]	central_symmetry_residual_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.015021000000000001	repulsive-gap[alpha=16]	central_symmetry_residual_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	42	24	False	True	0	7	10	0.023816000000000004	repulsive-gap[alpha=1]	central_symmetry_residual_high	18	0	24	20260718	confirmation-2	4	0.9895297541353566	21.172738678893822
24	24	24	False	True	0	2	2	0.023535999999999998	repulsive-gap[alpha=4]	central_symmetry_residual_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.011560000000000003	repulsive-gap[regular]	central_symmetry_residual_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.03294000000000001	zonogon[lengths=uniform(0.5,1.5)]	central_symmetry_residual_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	53	24	False	True	0	3	10	0.030344999999999997	current-baseline[delta=0.2]	support_novelty_high	29	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	198	24	False	True	0	3	31	0.23972799999999997	primal-hull-uniform-disk[points=n+4,origin=interior]	support_novelty_high	174	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.044181000000000005	regular-mutation[steps=4,scale=0.03]	support_novelty_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.023304000000000005	repulsive-gap[alpha=16]	support_novelty_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	47	24	False	True	0	4	8	0.031285	repulsive-gap[alpha=1]	support_novelty_high	23	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	26	24	False	True	0	23	25	0.025521	repulsive-gap[alpha=4]	support_novelty_high	2	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.018276	repulsive-gap[regular]	support_novelty_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	24	24	False	True	0	10	10	0.022708999999999997	zonogon[lengths=uniform(0.5,1.5)]	support_novelty_high	0	0	24	20260717	confirmation-1	4	1.0	21.172738678893822
24	70	24	False	True	0	4	13	0.04968	current-baseline[delta=0.2]	support_novelty_high	46	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	229	24	False	True	0	1	3	0.24709700000000004	primal-hull-uniform-disk[points=n+4,origin=interior]	support_novelty_high	205	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.027592	regular-mutation[steps=4,scale=0.03]	support_novelty_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.015021000000000001	repulsive-gap[alpha=16]	support_novelty_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	42	24	False	True	0	5	7	0.023816000000000004	repulsive-gap[alpha=1]	support_novelty_high	18	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	False	True	0	14	14	0.023535999999999998	repulsive-gap[alpha=4]	support_novelty_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.011560000000000003	repulsive-gap[regular]	support_novelty_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.03294000000000001	zonogon[lengths=uniform(0.5,1.5)]	support_novelty_high	0	0	24	20260718	confirmation-2	4	1.0	21.172738678893822
24	78	24	True	True	0	NA	NA	0.05459399999999999	current-baseline[delta=0.2]	covariance_anisotropy_low	54	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	59	24	True	True	0	NA	NA	0.0949	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_low	35	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.05625799999999999	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.028745000000000003	repulsive-gap[alpha=16]	covariance_anisotropy_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	32	24	True	True	0	NA	NA	0.03272	repulsive-gap[alpha=1]	covariance_anisotropy_low	8	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.032868	repulsive-gap[alpha=4]	covariance_anisotropy_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	1	1	0.024727000000000002	repulsive-gap[regular]	covariance_anisotropy_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.012202999999999997	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	61	24	True	True	0	NA	NA	0.055215	current-baseline[delta=0.2]	covariance_anisotropy_low	37	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	66	24	True	True	0	NA	NA	0.08855200000000002	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_low	42	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.035743	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.022885000000000003	repulsive-gap[alpha=16]	covariance_anisotropy_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	28	24	True	True	0	NA	NA	0.024615	repulsive-gap[alpha=1]	covariance_anisotropy_low	4	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	25	24	True	True	0	NA	NA	0.037802	repulsive-gap[alpha=4]	covariance_anisotropy_low	1	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	False	True	0	1	1	0.018246000000000002	repulsive-gap[regular]	covariance_anisotropy_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.017783	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	78	24	False	True	0	5	21	0.05459399999999999	current-baseline[delta=0.2]	covariance_anisotropy_high	54	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	59	24	False	True	0	11	22	0.0949	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_high	35	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.05625799999999999	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.028745000000000003	repulsive-gap[alpha=16]	covariance_anisotropy_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	32	24	False	True	0	1	3	0.03272	repulsive-gap[alpha=1]	covariance_anisotropy_high	8	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	22	22	0.032868	repulsive-gap[alpha=4]	covariance_anisotropy_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.024727000000000002	repulsive-gap[regular]	covariance_anisotropy_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	2	2	0.012202999999999997	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_high	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	61	24	False	True	0	1	5	0.055215	current-baseline[delta=0.2]	covariance_anisotropy_high	37	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	66	24	True	True	0	NA	NA	0.08855200000000002	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_high	42	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.035743	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.022885000000000003	repulsive-gap[alpha=16]	covariance_anisotropy_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	28	24	False	True	0	2	2	0.024615	repulsive-gap[alpha=1]	covariance_anisotropy_high	4	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	25	24	True	True	0	NA	NA	0.037802	repulsive-gap[alpha=4]	covariance_anisotropy_high	1	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.018246000000000002	repulsive-gap[regular]	covariance_anisotropy_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	False	True	0	8	8	0.017783	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_high	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	78	24	True	True	0	NA	NA	0.05459399999999999	current-baseline[delta=0.2]	isoperimetric_ratio_low	54	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	59	24	True	True	0	NA	NA	0.0949	primal-hull-uniform-disk[points=n+4,origin=interior]	isoperimetric_ratio_low	35	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.05625799999999999	regular-mutation[steps=4,scale=0.03]	isoperimetric_ratio_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.028745000000000003	repulsive-gap[alpha=16]	isoperimetric_ratio_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	32	24	True	True	0	NA	NA	0.03272	repulsive-gap[alpha=1]	isoperimetric_ratio_low	8	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.032868	repulsive-gap[alpha=4]	isoperimetric_ratio_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	False	True	0	1	1	0.024727000000000002	repulsive-gap[regular]	isoperimetric_ratio_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.012202999999999997	zonogon[lengths=uniform(0.5,1.5)]	isoperimetric_ratio_low	0	0	24	20260717	confirmation-1	6	1.0	21.172738678893822
24	61	24	True	True	0	NA	NA	0.055215	current-baseline[delta=0.2]	isoperimetric_ratio_low	37	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	66	24	True	True	0	NA	NA	0.08855200000000002	primal-hull-uniform-disk[points=n+4,origin=interior]	isoperimetric_ratio_low	42	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.035743	regular-mutation[steps=4,scale=0.03]	isoperimetric_ratio_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.022885000000000003	repulsive-gap[alpha=16]	isoperimetric_ratio_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	28	24	True	True	0	NA	NA	0.024615	repulsive-gap[alpha=1]	isoperimetric_ratio_low	4	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	25	24	True	True	0	NA	NA	0.037802	repulsive-gap[alpha=4]	isoperimetric_ratio_low	1	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	False	True	0	1	1	0.018246000000000002	repulsive-gap[regular]	isoperimetric_ratio_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
24	24	24	True	True	0	NA	NA	0.017783	zonogon[lengths=uniform(0.5,1.5)]	isoperimetric_ratio_low	0	0	24	20260718	confirmation-2	6	1.0	21.172738678893822
