chord_witness_id	chosen_witness_id	disagree	frame_witness_id	mode	side_count	step
witness-e56626446d17f6ae479f	witness-e56626446d17f6ae479f	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	12
witness-42211577e50550fbc3ed	witness-42211577e50550fbc3ed	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	13
witness-75c103da69f76f73a635	witness-75c103da69f76f73a635	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	14
witness-36441f312cb9e0e48270	witness-36441f312cb9e0e48270	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	15
witness-12e3353712339a7ad493	witness-12e3353712339a7ad493	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	16
witness-191ebf2a73e2d771df76	witness-191ebf2a73e2d771df76	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	17
witness-eb210a0b67eaa7ebe1b4	witness-eb210a0b67eaa7ebe1b4	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	18
witness-5ec4e4c04bca0cc1c5bf	witness-5ec4e4c04bca0cc1c5bf	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	19
witness-23bfce81c20eeb227d1c	witness-23bfce81c20eeb227d1c	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	20
witness-79af58787abcc0d6b092	witness-79af58787abcc0d6b092	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	21
witness-d656ba68b0d136dd32e5	witness-d656ba68b0d136dd32e5	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	22
witness-3f75f59675ef439f1ebd	witness-3f75f59675ef439f1ebd	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	23
witness-d7ec766adf6c6b5bc864	witness-d7ec766adf6c6b5bc864	True	witness-0277a3850e390549bab3	offline_greedy_chord	8	24
