attempt	budget	holdout_incremental_reduction	holdout_radius_after	holdout_radius_before	policy	population	seed	step	train_incremental_reduction	train_radius_after	train_radius_before	view	witness_id
0	3	0.0	0.7355983440715382	0.7355983440715382	adaptive_frame	repulsive-gap[alpha=1]	20260716	3	0.0	0.6648920825290822	0.6648920825290822	chord_invariant	witness-bc1189ab7d849e4a940e
0	4	0.0	4.316716849968006	4.316716849968006	adaptive_frame	repulsive-gap[alpha=4]	20260716	4	0.44453795966681997	1.6851410838813108	2.1296790435481308	frame_geometry	witness-e38b1197d8a438306e1c
0	4	0.0	0.7355983440715382	0.7355983440715382	adaptive_frame	repulsive-gap[alpha=4]	20260716	4	0.0	0.6648920825290822	0.6648920825290822	chord_invariant	witness-e38b1197d8a438306e1c
3	5	0.3975355434871819	3.919181306480824	4.316716849968006	adaptive_frame	current-baseline[delta=0.2]	20260716	5	0.14161341096573232	1.5435276729155785	1.6851410838813108	frame_geometry	witness-e540d920dcd590b35122
3	5	0.0	0.7355983440715382	0.7355983440715382	adaptive_frame	current-baseline[delta=0.2]	20260716	5	0.0	0.6648920825290822	0.6648920825290822	chord_invariant	witness-e540d920dcd590b35122
0	6	0.0	3.919181306480824	3.919181306480824	adaptive_frame	primal-hull-uniform-disk[points=n+4,origin=interior]	20260716	6	0.16180467197102444	1.381723000944554	1.5435276729155785	frame_geometry	witness-ca83c38f19865894ba98
0	6	0.0	0.7355983440715382	0.7355983440715382	adaptive_frame	primal-hull-uniform-disk[points=n+4,origin=interior]	20260716	6	0.0	0.6648920825290822	0.6648920825290822	chord_invariant	witness-ca83c38f19865894ba98
0	7	0.0	3.919181306480824	3.919181306480824	adaptive_frame	zonogon[lengths=uniform(0.5,1.5)]	20260716	7	0.015418327266812248	1.3663046736777418	1.381723000944554	frame_geometry	witness-a3cea945262062a9cb24
0	7	0.0	0.7355983440715382	0.7355983440715382	adaptive_frame	zonogon[lengths=uniform(0.5,1.5)]	20260716	7	0.0	0.6648920825290822	0.6648920825290822	chord_invariant	witness-a3cea945262062a9cb24
0	8	0.0	3.919181306480824	3.919181306480824	adaptive_frame	repulsive-gap[alpha=16]	20260716	8	0.15970290095750483	1.206601772720237	1.3663046736777418	frame_geometry	witness-fab61b36aa3c185f17e7
0	8	0.0	0.7355983440715382	0.7355983440715382	adaptive_frame	repulsive-gap[alpha=16]	20260716	8	0.0	0.6648920825290822	0.6648920825290822	chord_invariant	witness-fab61b36aa3c185f17e7
0	9	0.0	3.919181306480824	3.919181306480824	adaptive_frame	repulsive-gap[alpha=1]	20260716	9	0.05612647984688168	1.1504752928733553	1.206601772720237	frame_geometry	witness-507ef466388873ca99c4
0	9	0.0	0.7355983440715382	0.7355983440715382	adaptive_frame	repulsive-gap[alpha=1]	20260716	9	0.0	0.6648920825290822	0.6648920825290822	chord_invariant	witness-507ef466388873ca99c4
5	10	0.7405727325195239	3.1786085739613	3.919181306480824	adaptive_frame	current-baseline[delta=0.2]	20260716	10	0.03613742076433124	1.114337872109024	1.1504752928733553	frame_geometry	witness-a02f933a32a6a3cef0b9
5	10	0.06646279760036711	0.6691355464711711	0.7355983440715382	adaptive_frame	current-baseline[delta=0.2]	20260716	10	0.07059392461129432	0.5942981579177878	0.6648920825290822	chord_invariant	witness-a02f933a32a6a3cef0b9
0	11	0.0	3.1786085739613	3.1786085739613	adaptive_frame	repulsive-gap[alpha=1]	20260716	11	0.07236807819413027	1.0419697939148937	1.114337872109024	frame_geometry	witness-253d7d90e39575f15aa4
0	11	0.0	0.6691355464711711	0.6691355464711711	adaptive_frame	repulsive-gap[alpha=1]	20260716	11	0.0	0.5942981579177878	0.5942981579177878	chord_invariant	witness-253d7d90e39575f15aa4
1	12	0.0	3.1786085739613	3.1786085739613	adaptive_frame	current-baseline[delta=0.2]	20260716	12	0.012267307763017321	1.0297024861518764	1.0419697939148937	frame_geometry	witness-c704055c9c45a9ca01e2
1	12	0.0	0.6691355464711711	0.6691355464711711	adaptive_frame	current-baseline[delta=0.2]	20260716	12	0.0	0.5942981579177878	0.5942981579177878	chord_invariant	witness-c704055c9c45a9ca01e2
0	13	0.0	3.1786085739613	3.1786085739613	adaptive_frame	repulsive-gap[alpha=4]	20260716	13	0.0759882401495594	0.953714246002317	1.0297024861518764	frame_geometry	witness-8d889a0212419e08b31d
0	13	0.0	0.6691355464711711	0.6691355464711711	adaptive_frame	repulsive-gap[alpha=4]	20260716	13	0.0	0.5942981579177878	0.5942981579177878	chord_invariant	witness-8d889a0212419e08b31d
0	14	0.0	3.1786085739613	3.1786085739613	adaptive_frame	repulsive-gap[alpha=1]	20260716	14	0.01967557859703062	0.9340386674052864	0.953714246002317	frame_geometry	witness-2808d975f708bde4cbfe
0	14	0.0	0.6691355464711711	0.6691355464711711	adaptive_frame	repulsive-gap[alpha=1]	20260716	14	0.0	0.5942981579177878	0.5942981579177878	chord_invariant	witness-2808d975f708bde4cbfe
4	15	0.0	3.1786085739613	3.1786085739613	adaptive_frame	primal-hull-uniform-disk[points=n+4,origin=interior]	20260716	15	0.004032694882491472	0.9300059725227949	0.9340386674052864	frame_geometry	witness-c815c25c56b3c6d56305
4	15	0.009363200108018388	0.6597723463631527	0.6691355464711711	adaptive_frame	primal-hull-uniform-disk[points=n+4,origin=interior]	20260716	15	0.009725693489360698	0.5845724644284271	0.5942981579177878	chord_invariant	witness-c815c25c56b3c6d56305
0	16	0.0	3.1786085739613	3.1786085739613	adaptive_frame	zonogon[lengths=uniform(0.5,1.5)]	20260716	16	0.01991994687984988	0.910086025642945	0.9300059725227949	frame_geometry	witness-fa6d250544de63aee6d7
0	16	0.0	0.6597723463631527	0.6597723463631527	adaptive_frame	zonogon[lengths=uniform(0.5,1.5)]	20260716	16	0.0	0.5845724644284271	0.5845724644284271	chord_invariant	witness-fa6d250544de63aee6d7
2	17	0.0	3.1786085739613	3.1786085739613	adaptive_frame	primal-hull-uniform-disk[points=n+4,origin=interior]	20260716	17	0.002781214035094348	0.9073048116078507	0.910086025642945	frame_geometry	witness-e98125a0446d68685b3e
2	17	0.0	0.6597723463631527	0.6597723463631527	adaptive_frame	primal-hull-uniform-disk[points=n+4,origin=interior]	20260716	17	0.0	0.5845724644284271	0.5845724644284271	chord_invariant	witness-e98125a0446d68685b3e
0	18	0.0	3.1786085739613	3.1786085739613	adaptive_frame	zonogon[lengths=uniform(0.5,1.5)]	20260716	18	0.05574960986607025	0.8515552017417805	0.9073048116078507	frame_geometry	witness-9969c6a2b624b790a4d0
