candidate_id	bucket	R	frozen_rows	count_le	empirical_cdf_le
ridge-endpoint-3x6-q01	3x6	11.301776905190875	100000	1001	0.01001
ridge-endpoint-3x6-q001	3x6	10.955292837190573	100000	101	0.00101
ridge-endpoint-3x6-q0001	3x6	10.726592837214973	100000	11	0.00011
ridge-endpoint-3x6-endpoint	3x6	9.7979589711327133	100000	0	0
ridge-endpoint-4x4-q01	4x4	10.920458917858735	100000	1001	0.01001
ridge-endpoint-4x4-q001	4x4	10.000093522258798	100000	100	0.001
ridge-endpoint-4x4-q0001	4x4	9.3351342285997596	100000	11	0.00011
ridge-endpoint-4x4-endpoint	4x4	8	100000	0	0
